"cor","link","target","source","target_info","ttarget_info"
0.944662229436488,1,"ARX","SHH","no","no"
0.838837789582085,1,"TMEM98","SHH","no","no"
0.820992141866858,1,"PLEKHO1","SHH","no","no"
0.850454059348189,1,"RRAGD","SHH","no","no"
0.804205175263603,1,"KCNG1","SHH","no","no"
0.866141452009693,1,"USP2","SHH","selected","selected"
0.857622196975225,1,"MYO16","SHH","no","no"
0.8133520344452,1,"CTNNA1","SHH","no","no"
0.850954401238778,1,"EPHA3","SHH","no","no"
0.845214784715311,1,"GPM6B","SHH","selected","selected"
0.812965761508937,1,"PLEKHA5","SHH","no","no"
0.813389565980796,1,"ATP2B4","SHH","no","no"
0.882219846333033,1,"ATP2C2","SHH","selected","selected"
0.91430634861785,1,"HIPK2","SHH","no","no"
0.872985524346152,1,"NTN1","SHH","selected","selected"
0.834414077167253,1,"TLE2","SHH","no","no"
0.861513853499512,1,"FGFR2","SHH","no","no"
0.936484770903412,1,"FGFR3","SHH","no","no"
0.874083689242522,1,"REEP1","SHH","no","no"
0.90849683398489,1,"RORA","SHH","selected","selected"
0.883268652240996,1,"DGCR2","SHH","no","no"
0.964561835878591,1,"RPS6KA6","SHH","selected","selected"
0.824144573746926,1,"MGLL","SHH","no","no"
0.821289756151637,1,"PLXNA2","SHH","no","no"
0.932852643451953,1,"CAPN6","SHH","selected","selected"
0.911211857921983,1,"DCX","SHH","no","no"
0.87894393651853,1,"NAALAD2","SHH","selected","selected"
0.823727534554006,1,"FBLN1","SHH","no","no"
0.838457165116378,1,"RUNX1T1","SHH","no","no"
0.918198572772569,1,"EPB41L2","SHH","no","no"
0.845938587399297,1,"EPB41L3","SHH","no","no"
0.838717883523267,1,"SEMA5B","SHH","no","no"
0.809413494647671,1,"GNPTG","SHH","no","no"
0.861824716172575,1,"ITGA6","SHH","no","no"
0.850531154930074,1,"AGO1","SHH","no","no"
0.861967391842912,1,"SEPTIN3","SHH","no","no"
0.89897127201146,1,"TRIM9","SHH","selected","selected"
0.868085941569521,1,"DAAM1","SHH","no","no"
0.897692140844033,1,"EIF5","SHH","no","no"
0.813219166618312,1,"PAPLN","SHH","no","no"
0.834584049052894,1,"SALL4","SHH","no","no"
0.902573460000874,1,"BMP7","SHH","no","no"
0.858430460809675,1,"PGRMC1","SHH","no","no"
