"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003002","GO:0003002","regionalization","33/532","450/20772",7.01176927585009e-08,0.000299122077307765,0.000270654294047814,"ENSG00000090539/ENSG00000090932/ENSG00000104332/ENSG00000106799/ENSG00000111087/ENSG00000114739/ENSG00000123977/ENSG00000125798/ENSG00000125820/ENSG00000130700/ENSG00000134569/ENSG00000136352/ENSG00000139352/ENSG00000139445/ENSG00000140479/ENSG00000140807/ENSG00000143126/ENSG00000154099/ENSG00000157216/ENSG00000157796/ENSG00000160345/ENSG00000162738/ENSG00000164683/ENSG00000164690/ENSG00000166171/ENSG00000168487/ENSG00000171956/ENSG00000176788/ENSG00000185920/ENSG00000204217/ENSG00000243709/ENSG00000251493/ENSG00000256061",33
"GO:0007389","GO:0007389","pattern specification process","34/532","495/20772",2.10444413160547e-07,0.000414729698248915,0.000375259408167091,"ENSG00000090539/ENSG00000090932/ENSG00000104332/ENSG00000106799/ENSG00000111087/ENSG00000114739/ENSG00000123977/ENSG00000125798/ENSG00000125820/ENSG00000130700/ENSG00000134569/ENSG00000134982/ENSG00000136352/ENSG00000139352/ENSG00000139445/ENSG00000140479/ENSG00000140807/ENSG00000143126/ENSG00000154099/ENSG00000157216/ENSG00000157796/ENSG00000160345/ENSG00000162738/ENSG00000164683/ENSG00000164690/ENSG00000166171/ENSG00000168487/ENSG00000171956/ENSG00000176788/ENSG00000185920/ENSG00000204217/ENSG00000243709/ENSG00000251493/ENSG00000256061",34
"GO:0044782","GO:0044782","cilium organization","30/532","410/20772",2.91652389767169e-07,0.000414729698248915,0.000375259408167091,"ENSG00000004838/ENSG00000032742/ENSG00000034239/ENSG00000057608/ENSG00000089101/ENSG00000092850/ENSG00000109062/ENSG00000110318/ENSG00000118690/ENSG00000118965/ENSG00000120051/ENSG00000122417/ENSG00000123977/ENSG00000125257/ENSG00000143126/ENSG00000153789/ENSG00000154099/ENSG00000157796/ENSG00000158716/ENSG00000160345/ENSG00000162543/ENSG00000162738/ENSG00000163482/ENSG00000170264/ENSG00000175970/ENSG00000181378/ENSG00000197557/ENSG00000204104/ENSG00000213123/ENSG00000256061",30
"GO:0016055","GO:0016055","Wnt signaling pathway","32/532","485/20772",1.15617029732024e-06,0.00107767548893516,0.000975111905131202,"ENSG00000050165/ENSG00000065717/ENSG00000075275/ENSG00000102119/ENSG00000103449/ENSG00000104332/ENSG00000109062/ENSG00000109472/ENSG00000111087/ENSG00000111432/ENSG00000116962/ENSG00000120332/ENSG00000127445/ENSG00000134569/ENSG00000134982/ENSG00000140332/ENSG00000140807/ENSG00000143126/ENSG00000150764/ENSG00000150907/ENSG00000162552/ENSG00000162738/ENSG00000162998/ENSG00000164690/ENSG00000165795/ENSG00000169750/ENSG00000171056/ENSG00000187123/ENSG00000188763/ENSG00000234616/ENSG00000251493/ENSG00000272398",32
"GO:0198738","GO:0198738","cell-cell signaling by wnt","32/532","487/20772",1.26309832270881e-06,0.00107767548893516,0.000975111905131202,"ENSG00000050165/ENSG00000065717/ENSG00000075275/ENSG00000102119/ENSG00000103449/ENSG00000104332/ENSG00000109062/ENSG00000109472/ENSG00000111087/ENSG00000111432/ENSG00000116962/ENSG00000120332/ENSG00000127445/ENSG00000134569/ENSG00000134982/ENSG00000140332/ENSG00000140807/ENSG00000143126/ENSG00000150764/ENSG00000150907/ENSG00000162552/ENSG00000162738/ENSG00000162998/ENSG00000164690/ENSG00000165795/ENSG00000169750/ENSG00000171056/ENSG00000187123/ENSG00000188763/ENSG00000234616/ENSG00000251493/ENSG00000272398",32
"GO:0060271","GO:0060271","cilium assembly","27/532","381/20772",2.11204396217456e-06,0.00150166325710611,0.0013587482823323,"ENSG00000004838/ENSG00000032742/ENSG00000034239/ENSG00000057608/ENSG00000092850/ENSG00000110318/ENSG00000118690/ENSG00000118965/ENSG00000120051/ENSG00000122417/ENSG00000123977/ENSG00000125257/ENSG00000143126/ENSG00000153789/ENSG00000154099/ENSG00000157796/ENSG00000158716/ENSG00000160345/ENSG00000162543/ENSG00000162738/ENSG00000163482/ENSG00000170264/ENSG00000175970/ENSG00000181378/ENSG00000204104/ENSG00000213123/ENSG00000256061",27
"GO:0007409","GO:0007409","axonogenesis","30/532","456/20772",2.65117494966638e-06,0.0016157017621824,0.00146193361510175,"ENSG00000011009/ENSG00000018236/ENSG00000044524/ENSG00000101856/ENSG00000106123/ENSG00000115310/ENSG00000120332/ENSG00000130558/ENSG00000134115/ENSG00000134569/ENSG00000136327/ENSG00000136352/ENSG00000140443/ENSG00000141622/ENSG00000146013/ENSG00000146426/ENSG00000148053/ENSG00000149294/ENSG00000150764/ENSG00000163531/ENSG00000164690/ENSG00000169750/ENSG00000171956/ENSG00000174684/ENSG00000177169/ENSG00000185920/ENSG00000187122/ENSG00000196338/ENSG00000204217/ENSG00000251493",30
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","24/532","325/20772",3.84743003777838e-06,0.00205164206764532,0.00185638499322807,"ENSG00000050165/ENSG00000065717/ENSG00000102119/ENSG00000104332/ENSG00000109062/ENSG00000111087/ENSG00000111432/ENSG00000116962/ENSG00000120332/ENSG00000127445/ENSG00000134569/ENSG00000134982/ENSG00000140332/ENSG00000140807/ENSG00000150764/ENSG00000150907/ENSG00000162552/ENSG00000162998/ENSG00000164690/ENSG00000171056/ENSG00000187123/ENSG00000188763/ENSG00000234616/ENSG00000251493",24
"GO:0003341","GO:0003341","cilium movement","18/532","202/20772",4.87743298225922e-06,0.00224407739889737,0.00203050603838346,"ENSG00000004838/ENSG00000034239/ENSG00000058668/ENSG00000088727/ENSG00000089101/ENSG00000092850/ENSG00000109062/ENSG00000115353/ENSG00000118690/ENSG00000120051/ENSG00000123977/ENSG00000143126/ENSG00000154099/ENSG00000160345/ENSG00000163482/ENSG00000166171/ENSG00000181378/ENSG00000256061",18
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","24/532","331/20772",5.26037833778099e-06,0.00224407739889737,0.00203050603838346,"ENSG00000050165/ENSG00000090539/ENSG00000101220/ENSG00000101665/ENSG00000104332/ENSG00000106799/ENSG00000109762/ENSG00000114739/ENSG00000119699/ENSG00000127445/ENSG00000136352/ENSG00000140479/ENSG00000141052/ENSG00000141622/ENSG00000147162/ENSG00000154803/ENSG00000164619/ENSG00000164690/ENSG00000176396/ENSG00000182175/ENSG00000197415/ENSG00000204217/ENSG00000243709/ENSG00000251493",24
