"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031589","GO:0031589","cell-substrate adhesion","29/380","401/20772",3.60014861087013e-10,1.40405795823935e-06,1.18425941147044e-06,"ENSG00000197702/ENSG00000129474/ENSG00000142871/ENSG00000118523/ENSG00000172638/ENSG00000137103/ENSG00000171791/ENSG00000166949/ENSG00000082701/ENSG00000152377/ENSG00000127990/ENSG00000111859/ENSG00000006210/ENSG00000151422/ENSG00000167601/ENSG00000108861/ENSG00000169231/ENSG00000168542/ENSG00000134318/ENSG00000074527/ENSG00000137801/ENSG00000105855/ENSG00000083457/ENSG00000137076/ENSG00000132669/ENSG00000164741/ENSG00000127603/ENSG00000160963/ENSG00000167657",29
"GO:0010975","GO:0010975","regulation of neuron projection development","29/380","480/20772",2.11638160449522e-08,4.12694412876568e-05,3.48089079686714e-05,"ENSG00000171533/ENSG00000138760/ENSG00000163110/ENSG00000165323/ENSG00000157851/ENSG00000107130/ENSG00000203879/ENSG00000026025/ENSG00000082701/ENSG00000185924/ENSG00000152377/ENSG00000006210/ENSG00000094631/ENSG00000103260/ENSG00000145147/ENSG00000170558/ENSG00000162374/ENSG00000150764/ENSG00000075223/ENSG00000187323/ENSG00000180370/ENSG00000107485/ENSG00000125266/ENSG00000117385/ENSG00000196576/ENSG00000153707/ENSG00000153266/ENSG00000127603/ENSG00000115694",29
"GO:0007160","GO:0007160","cell-matrix adhesion","21/380","274/20772",3.80342712007607e-08,4.94445525609889e-05,4.17042447376762e-05,"ENSG00000129474/ENSG00000118523/ENSG00000172638/ENSG00000137103/ENSG00000171791/ENSG00000166949/ENSG00000082701/ENSG00000127990/ENSG00000006210/ENSG00000108861/ENSG00000169231/ENSG00000168542/ENSG00000134318/ENSG00000137801/ENSG00000105855/ENSG00000083457/ENSG00000137076/ENSG00000132669/ENSG00000164741/ENSG00000127603/ENSG00000167657",21
"GO:0035329","GO:0035329","hippo signaling","9/380","46/20772",1.26532611153853e-07,0.000123369295875006,0.00010405642364626,"ENSG00000129474/ENSG00000114019/ENSG00000187079/ENSG00000150457/ENSG00000142279/ENSG00000007866/ENSG00000144560/ENSG00000018408/ENSG00000166025",9
"GO:0034329","GO:0034329","cell junction assembly","27/380","483/20772",3.12550433543605e-07,0.000231808135143465,0.00019551968213855,"ENSG00000129474/ENSG00000150471/ENSG00000075618/ENSG00000163110/ENSG00000113361/ENSG00000137575/ENSG00000171791/ENSG00000166949/ENSG00000107186/ENSG00000150625/ENSG00000170558/ENSG00000151422/ENSG00000155366/ENSG00000108861/ENSG00000158258/ENSG00000134318/ENSG00000180370/ENSG00000137801/ENSG00000137076/ENSG00000125266/ENSG00000169057/ENSG00000196576/ENSG00000153707/ENSG00000164741/ENSG00000127603/ENSG00000131409/ENSG00000167657",27
"GO:0007409","GO:0007409","axonogenesis","26/380","456/20772",3.56627900220715e-07,0.000231808135143465,0.00019551968213855,"ENSG00000171533/ENSG00000173482/ENSG00000105290/ENSG00000171791/ENSG00000157851/ENSG00000004848/ENSG00000203879/ENSG00000082701/ENSG00000094631/ENSG00000103260/ENSG00000145147/ENSG00000170558/ENSG00000138696/ENSG00000166313/ENSG00000150764/ENSG00000075223/ENSG00000187323/ENSG00000180370/ENSG00000129116/ENSG00000107485/ENSG00000125266/ENSG00000196576/ENSG00000153266/ENSG00000166963/ENSG00000127603/ENSG00000115694",26
"GO:0030900","GO:0030900","forebrain development","25/380","434/20772",4.9808431913526e-07,0.000277504120661073,0.000234062180044765,"ENSG00000072415/ENSG00000148516/ENSG00000167552/ENSG00000125378/ENSG00000105290/ENSG00000111783/ENSG00000146648/ENSG00000004848/ENSG00000096093/ENSG00000082701/ENSG00000185924/ENSG00000145147/ENSG00000170558/ENSG00000167601/ENSG00000162374/ENSG00000150764/ENSG00000147526/ENSG00000168542/ENSG00000081479/ENSG00000166225/ENSG00000117707/ENSG00000164741/ENSG00000153266/ENSG00000185551/ENSG00000170390",25
"GO:0031346","GO:0031346","positive regulation of cell projection organization","23/380","382/20772",6.71827273146982e-07,0.000327515795659154,0.000276244766918989,"ENSG00000171533/ENSG00000138760/ENSG00000075618/ENSG00000203879/ENSG00000082701/ENSG00000111859/ENSG00000006210/ENSG00000094631/ENSG00000150625/ENSG00000103260/ENSG00000145147/ENSG00000151491/ENSG00000162374/ENSG00000150764/ENSG00000161202/ENSG00000117385/ENSG00000099864/ENSG00000196576/ENSG00000153707/ENSG00000127603/ENSG00000136960/ENSG00000115694/ENSG00000134874",23
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","24/380","426/20772",1.25206113697738e-06,0.00054255982602353,0.000457624684567755,"ENSG00000118523/ENSG00000197694/ENSG00000172638/ENSG00000165410/ENSG00000101871/ENSG00000106624/ENSG00000166949/ENSG00000130779/ENSG00000006210/ENSG00000094631/ENSG00000145147/ENSG00000151422/ENSG00000155366/ENSG00000151491/ENSG00000134318/ENSG00000180370/ENSG00000139687/ENSG00000196776/ENSG00000169057/ENSG00000117707/ENSG00000164741/ENSG00000166963/ENSG00000167657/ENSG00000158106",24
"GO:0001952","GO:0001952","regulation of cell-matrix adhesion","13/380","139/20772",1.70621819205583e-06,0.000665425094901775,0.000561255984228892,"ENSG00000172638/ENSG00000171791/ENSG00000166949/ENSG00000082701/ENSG00000006210/ENSG00000108861/ENSG00000134318/ENSG00000137801/ENSG00000137076/ENSG00000132669/ENSG00000164741/ENSG00000127603/ENSG00000167657",13
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","17/380","239/20772",2.13615048120515e-06,0.000749745949858084,0.000632376813308101,"ENSG00000142871/ENSG00000172638/ENSG00000171791/ENSG00000166949/ENSG00000082701/ENSG00000152377/ENSG00000111859/ENSG00000006210/ENSG00000108861/ENSG00000134318/ENSG00000137801/ENSG00000137076/ENSG00000132669/ENSG00000164741/ENSG00000127603/ENSG00000160963/ENSG00000167657",17
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","24/380","442/20772",2.38021595786386e-06,0.000749745949858084,0.000632376813308101,"ENSG00000173482/ENSG00000071246/ENSG00000148516/ENSG00000125378/ENSG00000146648/ENSG00000101940/ENSG00000004848/ENSG00000166949/ENSG00000111728/ENSG00000113140/ENSG00000094631/ENSG00000069702/ENSG00000137801/ENSG00000139687/ENSG00000124181/ENSG00000107485/ENSG00000166225/ENSG00000168874/ENSG00000173511/ENSG00000125266/ENSG00000117707/ENSG00000185551/ENSG00000147257/ENSG00000086062",24
"GO:0050770","GO:0050770","regulation of axonogenesis","14/380","167/20772",2.5344626689407e-06,0.000749745949858084,0.000632376813308101,"ENSG00000171533/ENSG00000203879/ENSG00000082701/ENSG00000094631/ENSG00000103260/ENSG00000145147/ENSG00000170558/ENSG00000150764/ENSG00000075223/ENSG00000187323/ENSG00000180370/ENSG00000196576/ENSG00000127603/ENSG00000115694",14
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","15/380","192/20772",2.69139571743928e-06,0.000749745949858084,0.000632376813308101,"ENSG00000173482/ENSG00000071246/ENSG00000148516/ENSG00000125378/ENSG00000101940/ENSG00000113140/ENSG00000069702/ENSG00000137801/ENSG00000139687/ENSG00000107485/ENSG00000168874/ENSG00000125266/ENSG00000185551/ENSG00000147257/ENSG00000086062",15
"GO:0007265","GO:0007265","Ras protein signal transduction","21/380","367/20772",4.57862138082657e-06,0.00119044155901491,0.00100408363614618,"ENSG00000119522/ENSG00000039523/ENSG00000105443/ENSG00000137575/ENSG00000137962/ENSG00000105767/ENSG00000203879/ENSG00000196914/ENSG00000105137/ENSG00000113721/ENSG00000072422/ENSG00000151491/ENSG00000143622/ENSG00000168542/ENSG00000134318/ENSG00000104695/ENSG00000139687/ENSG00000123570/ENSG00000164741/ENSG00000143344/ENSG00000099331",21
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","23/380","432/20772",5.35169102410073e-06,0.00130447468712455,0.00110026542436281,"ENSG00000072415/ENSG00000148204/ENSG00000142871/ENSG00000148516/ENSG00000150593/ENSG00000125378/ENSG00000137575/ENSG00000150938/ENSG00000166949/ENSG00000150457/ENSG00000026025/ENSG00000138696/ENSG00000168542/ENSG00000069702/ENSG00000018408/ENSG00000166147/ENSG00000137801/ENSG00000105855/ENSG00000081479/ENSG00000168874/ENSG00000176973/ENSG00000138829/ENSG00000147257",23
"GO:0042692","GO:0042692","muscle cell differentiation","23/380","435/20772",5.99402271438217e-06,0.00132866613522661,0.00112066981716144,"ENSG00000148516/ENSG00000150593/ENSG00000110693/ENSG00000162909/ENSG00000163110/ENSG00000125378/ENSG00000172638/ENSG00000165410/ENSG00000171791/ENSG00000023902/ENSG00000148677/ENSG00000113721/ENSG00000170558/ENSG00000108946/ENSG00000100345/ENSG00000154721/ENSG00000139687/ENSG00000166225/ENSG00000125266/ENSG00000169057/ENSG00000117707/ENSG00000154556/ENSG00000159176",23
"GO:0003279","GO:0003279","cardiac septum development","11/380","111/20772",6.13230523950743e-06,0.00132866613522661,0.00112066981716144,"ENSG00000197702/ENSG00000142871/ENSG00000125378/ENSG00000145147/ENSG00000075223/ENSG00000069702/ENSG00000166847/ENSG00000107485/ENSG00000081479/ENSG00000166225/ENSG00000117707",11
"GO:0051146","GO:0051146","striated muscle cell differentiation","19/380","318/20772",7.06472078230734e-06,0.00143727194322227,0.00121227390622661,"ENSG00000110693/ENSG00000162909/ENSG00000163110/ENSG00000125378/ENSG00000165410/ENSG00000171791/ENSG00000023902/ENSG00000148677/ENSG00000113721/ENSG00000170558/ENSG00000108946/ENSG00000100345/ENSG00000154721/ENSG00000139687/ENSG00000166225/ENSG00000125266/ENSG00000117707/ENSG00000154556/ENSG00000159176",19
