"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044782","GO:0044782","cilium organization","33/383","410/20772",1.41963468233827e-12,5.11352412578245e-09,4.62502035982836e-09,"ENSG00000122417/ENSG00000135315/ENSG00000170264/ENSG00000068885/ENSG00000160188/ENSG00000162543/ENSG00000118965/ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000196659/ENSG00000152582/ENSG00000112981/ENSG00000204104/ENSG00000032742/ENSG00000158716/ENSG00000188316/ENSG00000110318/ENSG00000204852/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000156050/ENSG00000183833/ENSG00000127328/ENSG00000188596/ENSG00000164953/ENSG00000118997/ENSG00000129295/ENSG00000125354/ENSG00000163482/ENSG00000197557",33
"GO:0060271","GO:0060271","cilium assembly","30/383","381/20772",2.66524202389872e-11,4.8001008850416e-08,4.34153898103503e-08,"ENSG00000122417/ENSG00000135315/ENSG00000170264/ENSG00000068885/ENSG00000160188/ENSG00000162543/ENSG00000118965/ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000196659/ENSG00000152582/ENSG00000112981/ENSG00000204104/ENSG00000032742/ENSG00000158716/ENSG00000110318/ENSG00000204852/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000183833/ENSG00000127328/ENSG00000188596/ENSG00000164953/ENSG00000118997/ENSG00000129295/ENSG00000125354/ENSG00000163482",30
"GO:0001578","GO:0001578","microtubule bundle formation","16/383","124/20772",1.1610757026478e-09,1.05673297303845e-06,9.55781452279148e-07,"ENSG00000160188/ENSG00000181378/ENSG00000171811/ENSG00000077274/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000170703/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000183833/ENSG00000167566/ENSG00000118997/ENSG00000129295/ENSG00000163482",16
"GO:0003341","GO:0003341","cilium movement","20/383","202/20772",1.17349580570622e-09,1.05673297303845e-06,9.55781452279148e-07,"ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000112981/ENSG00000151023/ENSG00000170703/ENSG00000188316/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000183833/ENSG00000179397/ENSG00000088727/ENSG00000188596/ENSG00000118997/ENSG00000129295/ENSG00000163491/ENSG00000163482",20
"GO:0007018","GO:0007018","microtubule-based movement","29/383","437/20772",3.12269849033448e-09,2.24959199243696e-06,2.0346845952811e-06,"ENSG00000068885/ENSG00000118965/ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000196659/ENSG00000152582/ENSG00000112981/ENSG00000204104/ENSG00000032742/ENSG00000151023/ENSG00000170703/ENSG00000188316/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000183833/ENSG00000179397/ENSG00000088727/ENSG00000188596/ENSG00000118997/ENSG00000129295/ENSG00000168589/ENSG00000125337/ENSG00000163491/ENSG00000163482/ENSG00000197557/ENSG00000115423",29
"GO:0035082","GO:0035082","axoneme assembly","13/383","95/20772",2.0709346436778e-08,1.24325109775457e-05,1.12448117933031e-05,"ENSG00000160188/ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000183833/ENSG00000118997/ENSG00000129295/ENSG00000163482",13
"GO:0001539","GO:0001539","cilium or flagellum-dependent cell motility","15/383","164/20772",4.02367176134145e-07,0.000181165821054399,0.000163858738175682,"ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000151023/ENSG00000170703/ENSG00000188316/ENSG00000197748/ENSG00000111834/ENSG00000179397/ENSG00000088727/ENSG00000188596/ENSG00000118997/ENSG00000129295",15
"GO:0060285","GO:0060285","cilium-dependent cell motility","15/383","164/20772",4.02367176134145e-07,0.000181165821054399,0.000163858738175682,"ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000151023/ENSG00000170703/ENSG00000188316/ENSG00000197748/ENSG00000111834/ENSG00000179397/ENSG00000088727/ENSG00000188596/ENSG00000118997/ENSG00000129295",15
"GO:0003351","GO:0003351","epithelial cilium movement involved in extracellular fluid movement","8/383","41/20772",6.97102280408203e-07,0.00027899582378115,0.000252342872264724,"ENSG00000152582/ENSG00000112981/ENSG00000197748/ENSG00000154099/ENSG00000188596/ENSG00000129295/ENSG00000163491/ENSG00000163482",8
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","11/383","91/20772",9.17606698387406e-07,0.000330521932759144,0.000298946603316739,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000111087/ENSG00000124813/ENSG00000109113/ENSG00000204852/ENSG00000070193/ENSG00000185920/ENSG00000116132/ENSG00000163482",11
"GO:0060294","GO:0060294","cilium movement involved in cell motility","14/383","154/20772",1.0554934413017e-06,0.000345626125051701,0.000312607866108015,"ENSG00000181378/ENSG00000171811/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000151023/ENSG00000170703/ENSG00000188316/ENSG00000197748/ENSG00000111834/ENSG00000179397/ENSG00000088727/ENSG00000188596/ENSG00000129295",14
"GO:0006858","GO:0006858","extracellular transport","8/383","44/20772",1.23212625153758e-06,0.000366322654621527,0.000331327220565658,"ENSG00000152582/ENSG00000112981/ENSG00000197748/ENSG00000154099/ENSG00000188596/ENSG00000129295/ENSG00000163491/ENSG00000163482",8
"GO:0016055","GO:0016055","Wnt signaling pathway","26/383","485/20772",1.32209730985004e-06,0.000366322654621527,0.000331327220565658,"ENSG00000104953/ENSG00000065717/ENSG00000163251/ENSG00000148737/ENSG00000068885/ENSG00000187098/ENSG00000106723/ENSG00000188906/ENSG00000103449/ENSG00000164690/ENSG00000173218/ENSG00000111087/ENSG00000182704/ENSG00000146678/ENSG00000187123/ENSG00000104964/ENSG00000177283/ENSG00000269113/ENSG00000070193/ENSG00000075275/ENSG00000162998/ENSG00000110492/ENSG00000152284/ENSG00000164953/ENSG00000124766/ENSG00000180730",26
"GO:0198738","GO:0198738","cell-cell signaling by wnt","26/383","487/20772",1.42678669503223e-06,0.000367091833964722,0.000332022918881561,"ENSG00000104953/ENSG00000065717/ENSG00000163251/ENSG00000148737/ENSG00000068885/ENSG00000187098/ENSG00000106723/ENSG00000188906/ENSG00000103449/ENSG00000164690/ENSG00000173218/ENSG00000111087/ENSG00000182704/ENSG00000146678/ENSG00000187123/ENSG00000104964/ENSG00000177283/ENSG00000269113/ENSG00000070193/ENSG00000075275/ENSG00000162998/ENSG00000110492/ENSG00000152284/ENSG00000164953/ENSG00000124766/ENSG00000180730",26
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","20/383","351/20772",9.22288100833434e-06,0.00221472115946802,0.00200314503303823,"ENSG00000104953/ENSG00000065717/ENSG00000148737/ENSG00000068885/ENSG00000106723/ENSG00000188906/ENSG00000103449/ENSG00000164690/ENSG00000111087/ENSG00000182704/ENSG00000146678/ENSG00000187123/ENSG00000104964/ENSG00000269113/ENSG00000070193/ENSG00000162998/ENSG00000110492/ENSG00000152284/ENSG00000124766/ENSG00000180730",20
"GO:0060428","GO:0060428","lung epithelium development","7/383","44/20772",1.46004324712075e-05,0.0032869223600806,0.00297291700647285,"ENSG00000129514/ENSG00000164690/ENSG00000070193/ENSG00000124193/ENSG00000089050/ENSG00000136352/ENSG00000151090",7
"GO:0035270","GO:0035270","endocrine system development","12/383","147/20772",1.86525427640114e-05,0.00395214464917465,0.00357458946468206,"ENSG00000125798/ENSG00000178919/ENSG00000103449/ENSG00000164690/ENSG00000111087/ENSG00000164093/ENSG00000070193/ENSG00000110492/ENSG00000134853/ENSG00000124766/ENSG00000010310/ENSG00000136352",12
"GO:0044458","GO:0044458","motile cilium assembly","8/383","64/20772",2.23199422203585e-05,0.00443331406701111,0.00400979193939022,"ENSG00000181378/ENSG00000105792/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000154099/ENSG00000188596/ENSG00000129295",8
"GO:0060541","GO:0060541","respiratory system development","15/383","228/20772",2.34597472695256e-05,0.00443331406701111,0.00400979193939022,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000111087/ENSG00000152582/ENSG00000162878/ENSG00000154099/ENSG00000070193/ENSG00000075275/ENSG00000124193/ENSG00000134853/ENSG00000089050/ENSG00000173706/ENSG00000136352/ENSG00000151090",15
"GO:0030324","GO:0030324","lung development","14/383","202/20772",2.46158471238818e-05,0.00443331406701111,0.00400979193939022,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000111087/ENSG00000162878/ENSG00000154099/ENSG00000070193/ENSG00000075275/ENSG00000124193/ENSG00000134853/ENSG00000089050/ENSG00000173706/ENSG00000136352/ENSG00000151090",14
"GO:0007224","GO:0007224","smoothened signaling pathway","12/383","152/20772",2.6065074120584e-05,0.00447078080868304,0.00404367941870715,"ENSG00000129514/ENSG00000068885/ENSG00000164161/ENSG00000164690/ENSG00000111087/ENSG00000124813/ENSG00000109113/ENSG00000204852/ENSG00000070193/ENSG00000185920/ENSG00000116132/ENSG00000163482",12
"GO:0001763","GO:0001763","morphogenesis of a branching structure","15/383","233/20772",3.02010856416079e-05,0.00475194807409366,0.00429798629104296,"ENSG00000129514/ENSG00000170381/ENSG00000163251/ENSG00000104313/ENSG00000164161/ENSG00000188906/ENSG00000103449/ENSG00000164690/ENSG00000136541/ENSG00000115310/ENSG00000070193/ENSG00000075275/ENSG00000110492/ENSG00000185920/ENSG00000136352",15
"GO:0030323","GO:0030323","respiratory tube development","14/383","206/20772",3.05922762600034e-05,0.00475194807409366,0.00429798629104296,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000111087/ENSG00000162878/ENSG00000154099/ENSG00000070193/ENSG00000075275/ENSG00000124193/ENSG00000134853/ENSG00000089050/ENSG00000173706/ENSG00000136352/ENSG00000151090",14
"GO:0010975","GO:0010975","regulation of neuron projection development","23/383","480/20772",3.25851580416974e-05,0.00475194807409366,0.00429798629104296,"ENSG00000092421/ENSG00000132386/ENSG00000170381/ENSG00000116741/ENSG00000136603/ENSG00000188906/ENSG00000163536/ENSG00000185033/ENSG00000133216/ENSG00000102383/ENSG00000182704/ENSG00000065320/ENSG00000184304/ENSG00000091409/ENSG00000169242/ENSG00000115310/ENSG00000091129/ENSG00000110492/ENSG00000177169/ENSG00000116132/ENSG00000138411/ENSG00000172260/ENSG00000162631",23
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","13/383","181/20772",3.2981316449845e-05,0.00475194807409366,0.00429798629104296,"ENSG00000104953/ENSG00000065717/ENSG00000148737/ENSG00000068885/ENSG00000164690/ENSG00000111087/ENSG00000182704/ENSG00000146678/ENSG00000104964/ENSG00000269113/ENSG00000162998/ENSG00000110492/ENSG00000180730",13
