"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002181","GO:0002181","cytoplasmic translation","25/450","180/20772",1.57089202623923e-13,6.50663477268288e-10,6.18766101282862e-10,"ENSG00000130741/ENSG00000106263/ENSG00000142541/ENSG00000197958/ENSG00000112306/ENSG00000070756/ENSG00000107581/ENSG00000213741/ENSG00000178982/ENSG00000137154/ENSG00000166441/ENSG00000089157/ENSG00000171858/ENSG00000174444/ENSG00000147604/ENSG00000168028/ENSG00000105193/ENSG00000108107/ENSG00000188846/ENSG00000149273/ENSG00000104408/ENSG00000197728/ENSG00000131914/ENSG00000140988/ENSG00000105640",25
"GO:0042254","GO:0042254","ribosome biogenesis","28/450","331/20772",9.52363354611482e-10,1.97234450740038e-06,1.87565456471377e-06,"ENSG00000089048/ENSG00000178718/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000197498/ENSG00000114767/ENSG00000089157/ENSG00000171858/ENSG00000067533/ENSG00000138442/ENSG00000165732/ENSG00000105202/ENSG00000107833/ENSG00000147604/ENSG00000181163/ENSG00000168028/ENSG00000105193/ENSG00000156928/ENSG00000142207/ENSG00000178105/ENSG00000065183/ENSG00000261236/ENSG00000188846/ENSG00000101361/ENSG00000105373/ENSG00000124784/ENSG00000198498",28
"GO:0006364","GO:0006364","rRNA processing","23/450","237/20772",2.25922100966408e-09,3.11923114067621e-06,2.96631755023263e-06,"ENSG00000089048/ENSG00000178718/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000197498/ENSG00000114767/ENSG00000171858/ENSG00000067533/ENSG00000138442/ENSG00000165732/ENSG00000105202/ENSG00000107833/ENSG00000147604/ENSG00000105193/ENSG00000142207/ENSG00000178105/ENSG00000065183/ENSG00000261236/ENSG00000188846/ENSG00000101361/ENSG00000105373/ENSG00000124784",23
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","13/450","74/20772",6.1372002003698e-09,6.35507080748293e-06,6.04352714467995e-06,"ENSG00000198042/ENSG00000197498/ENSG00000089157/ENSG00000067533/ENSG00000138442/ENSG00000147604/ENSG00000181163/ENSG00000156928/ENSG00000142207/ENSG00000261236/ENSG00000188846/ENSG00000105373/ENSG00000198498",13
"GO:0016072","GO:0016072","rRNA metabolic process","24/450","279/20772",1.10810458353375e-08,9.17953836999359e-06,8.72953126649115e-06,"ENSG00000089048/ENSG00000178718/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000197498/ENSG00000114767/ENSG00000171858/ENSG00000067533/ENSG00000138442/ENSG00000165732/ENSG00000105202/ENSG00000107833/ENSG00000147604/ENSG00000105193/ENSG00000142207/ENSG00000178105/ENSG00000065183/ENSG00000261236/ENSG00000188846/ENSG00000101361/ENSG00000105373/ENSG00000124784/ENSG00000117877",24
"GO:0034470","GO:0034470","ncRNA processing","32/450","475/20772",1.64329337629295e-08,1.1344201941009e-05,1.07880768668214e-05,"ENSG00000174720/ENSG00000089048/ENSG00000134323/ENSG00000178718/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000197498/ENSG00000091127/ENSG00000114767/ENSG00000171858/ENSG00000067533/ENSG00000138442/ENSG00000165732/ENSG00000105202/ENSG00000107833/ENSG00000177192/ENSG00000147604/ENSG00000105193/ENSG00000037474/ENSG00000142207/ENSG00000178105/ENSG00000065183/ENSG00000261236/ENSG00000064102/ENSG00000188846/ENSG00000101361/ENSG00000113569/ENSG00000105373/ENSG00000124784/ENSG00000131914/ENSG00000187772",32
"GO:0000470","GO:0000470","maturation of LSU-rRNA","7/450","24/20772",5.37766976187386e-07,0.00031820440219545,0.000302605116525293,"ENSG00000198042/ENSG00000197498/ENSG00000067533/ENSG00000138442/ENSG00000147604/ENSG00000142207/ENSG00000261236",7
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","7/450","38/20772",1.50876794248191e-05,0.00781164602220008,0.00742869689574645,"ENSG00000198042/ENSG00000120800/ENSG00000171858/ENSG00000067533/ENSG00000138442/ENSG00000142207/ENSG00000261236",7
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","19/450","289/20772",1.96178915046428e-05,0.00902858962358118,0.00858598245735362,"ENSG00000184697/ENSG00000156453/ENSG00000039068/ENSG00000181885/ENSG00000152208/ENSG00000017260/ENSG00000165731/ENSG00000134873/ENSG00000148357/ENSG00000196358/ENSG00000189143/ENSG00000076716/ENSG00000253731/ENSG00000170571/ENSG00000046604/ENSG00000204936/ENSG00000062038/ENSG00000165215/ENSG00000154639",19
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5/450","17/20772",2.32861295222446e-05,0.00964511484811372,0.00917228386023572,"ENSG00000197498/ENSG00000138442/ENSG00000147604/ENSG00000142207/ENSG00000261236",5
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","7/450","44/20772",4.09584906160641e-05,0.0154227334665216,0.0146666671660585,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128951/ENSG00000128050/ENSG00000178921",7
"GO:0045216","GO:0045216","cell-cell junction organization","16/450","233/20772",5.24561403957092e-05,0.0181061111265856,0.0172184980141003,"ENSG00000184697/ENSG00000039068/ENSG00000158769/ENSG00000181885/ENSG00000174607/ENSG00000010278/ENSG00000105289/ENSG00000164251/ENSG00000140832/ENSG00000134873/ENSG00000189143/ENSG00000046604/ENSG00000204936/ENSG00000062038/ENSG00000165215/ENSG00000154639",16
"GO:0086065","GO:0086065","cell communication involved in cardiac conduction","8/450","65/20772",7.8038706791329e-05,0.0248643325792065,0.0236454122115913,"ENSG00000080709/ENSG00000177098/ENSG00000018625/ENSG00000198626/ENSG00000046604/ENSG00000113569/ENSG00000119782/ENSG00000154639",8
"GO:0009156","GO:0009156","ribonucleoside monophosphate biosynthetic process","6/450","35/20772",9.52296803731786e-05,0.0281743811504076,0.0267931927786793,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128050/ENSG00000178921",6
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","10/450","106/20772",0.000102780692555663,0.0283811752377038,0.0269898492311082,"ENSG00000163710/ENSG00000121207/ENSG00000172819/ENSG00000119411/ENSG00000096717/ENSG00000120659/ENSG00000005022/ENSG00000105193/ENSG00000163002/ENSG00000008083",10
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","10/450","107/20772",0.000111222765562137,0.0287927934348983,0.0273812887324683,"ENSG00000163710/ENSG00000121207/ENSG00000172819/ENSG00000119411/ENSG00000096717/ENSG00000120659/ENSG00000005022/ENSG00000105193/ENSG00000163002/ENSG00000008083",10
"GO:0016338","GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","5/450","25/20772",0.000173287856634258,0.04042628703967,0.0384444753621299,"ENSG00000184697/ENSG00000181885/ENSG00000134873/ENSG00000189143/ENSG00000165215",5
"GO:0006413","GO:0006413","translational initiation","11/450","135/20772",0.000175681595054095,0.04042628703967,0.0384444753621299,"ENSG00000130741/ENSG00000092345/ENSG00000106263/ENSG00000142541/ENSG00000085760/ENSG00000107581/ENSG00000178982/ENSG00000155506/ENSG00000181163/ENSG00000149273/ENSG00000104408",11
