"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002181","GO:0002181","cytoplasmic translation","39/444","180/20772",4.67459142977452e-28,1.95210938107384e-24,1.82210653310053e-24,"ENSG00000112306/ENSG00000142541/ENSG00000197958/ENSG00000106263/ENSG00000130741/ENSG00000213741/ENSG00000108107/ENSG00000171858/ENSG00000089157/ENSG00000166441/ENSG00000178982/ENSG00000147604/ENSG00000070756/ENSG00000107581/ENSG00000137154/ENSG00000174444/ENSG00000168028/ENSG00000204628/ENSG00000149273/ENSG00000161016/ENSG00000105640/ENSG00000197728/ENSG00000188846/ENSG00000083845/ENSG00000105193/ENSG00000137818/ENSG00000140988/ENSG00000162244/ENSG00000231500/ENSG00000104408/ENSG00000122406/ENSG00000172809/ENSG00000131914/ENSG00000171863/ENSG00000197756/ENSG00000177600/ENSG00000142676/ENSG00000143947/ENSG00000114391",39
"GO:0042254","GO:0042254","ribosome biogenesis","37/444","331/20772",1.82719761230579e-16,3.81518861449449e-13,3.5611119780886e-13,"ENSG00000089048/ENSG00000178718/ENSG00000114767/ENSG00000171858/ENSG00000089157/ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000181163/ENSG00000107833/ENSG00000105202/ENSG00000168028/ENSG00000067533/ENSG00000188846/ENSG00000083845/ENSG00000198498/ENSG00000105193/ENSG00000138442/ENSG00000101361/ENSG00000261236/ENSG00000105373/ENSG00000165732/ENSG00000104872/ENSG00000077348/ENSG00000122406/ENSG00000156928/ENSG00000172809/ENSG00000073536/ENSG00000171863/ENSG00000178105/ENSG00000113460/ENSG00000142676/ENSG00000142207/ENSG00000120158/ENSG00000131653",37
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","19/444","74/20772",9.19793660368004e-16,1.28035277523226e-12,1.19508628924306e-12,"ENSG00000089157/ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000181163/ENSG00000067533/ENSG00000188846/ENSG00000198498/ENSG00000138442/ENSG00000261236/ENSG00000105373/ENSG00000122406/ENSG00000156928/ENSG00000172809/ENSG00000073536/ENSG00000113460/ENSG00000142676/ENSG00000142207/ENSG00000131653",19
"GO:0006364","GO:0006364","rRNA processing","28/444","237/20772",2.38081107899814e-13,2.48556676647405e-10,2.32003774356055e-10,"ENSG00000089048/ENSG00000178718/ENSG00000114767/ENSG00000171858/ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000107833/ENSG00000105202/ENSG00000067533/ENSG00000188846/ENSG00000105193/ENSG00000138442/ENSG00000101361/ENSG00000261236/ENSG00000105373/ENSG00000165732/ENSG00000104872/ENSG00000077348/ENSG00000122406/ENSG00000171863/ENSG00000178105/ENSG00000113460/ENSG00000142676/ENSG00000142207/ENSG00000120158",28
"GO:0016072","GO:0016072","rRNA metabolic process","28/444","279/20772",1.30280190098332e-11,1.08810014770127e-08,1.01563693459816e-08,"ENSG00000089048/ENSG00000178718/ENSG00000114767/ENSG00000171858/ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000107833/ENSG00000105202/ENSG00000067533/ENSG00000188846/ENSG00000105193/ENSG00000138442/ENSG00000101361/ENSG00000261236/ENSG00000105373/ENSG00000165732/ENSG00000104872/ENSG00000077348/ENSG00000122406/ENSG00000171863/ENSG00000178105/ENSG00000113460/ENSG00000142676/ENSG00000142207/ENSG00000120158",28
"GO:0034470","GO:0034470","ncRNA processing","36/444","475/20772",5.57174109811638e-11,3.877931804289e-08,3.61967671689912e-08,"ENSG00000134323/ENSG00000174720/ENSG00000089048/ENSG00000178718/ENSG00000114767/ENSG00000171858/ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000120800/ENSG00000137154/ENSG00000107833/ENSG00000105202/ENSG00000091127/ENSG00000067533/ENSG00000188846/ENSG00000105193/ENSG00000138442/ENSG00000101361/ENSG00000177192/ENSG00000261236/ENSG00000113569/ENSG00000105373/ENSG00000037474/ENSG00000064102/ENSG00000165732/ENSG00000104872/ENSG00000077348/ENSG00000122406/ENSG00000131914/ENSG00000171863/ENSG00000178105/ENSG00000113460/ENSG00000142676/ENSG00000142207/ENSG00000120158",36
"GO:0000027","GO:0000027","ribosomal large subunit assembly","10/444","27/20772",1.09721263064562e-10,6.54565706510872e-08,6.10974191170034e-08,"ENSG00000089157/ENSG00000197498/ENSG00000261236/ENSG00000105373/ENSG00000122406/ENSG00000172809/ENSG00000073536/ENSG00000113460/ENSG00000142676/ENSG00000131653",10
"GO:0042255","GO:0042255","ribosome assembly","13/444","62/20772",5.23854261288856e-10,2.73451924392783e-07,2.55241095993767e-07,"ENSG00000089157/ENSG00000197498/ENSG00000181163/ENSG00000168028/ENSG00000083845/ENSG00000261236/ENSG00000105373/ENSG00000122406/ENSG00000172809/ENSG00000073536/ENSG00000113460/ENSG00000142676/ENSG00000131653",13
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","23/444","265/20772",1.48318683878825e-08,6.88198693197747e-06,6.42367352518466e-06,"ENSG00000142541/ENSG00000106263/ENSG00000130741/ENSG00000089157/ENSG00000164985/ENSG00000197498/ENSG00000178982/ENSG00000107581/ENSG00000168028/ENSG00000151131/ENSG00000083845/ENSG00000145833/ENSG00000261236/ENSG00000105373/ENSG00000104872/ENSG00000104408/ENSG00000122406/ENSG00000172809/ENSG00000073536/ENSG00000113460/ENSG00000142676/ENSG00000137574/ENSG00000131653",23
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","23/444","273/20772",2.58745740636957e-08,1.08052221289993e-05,1.00856366060911e-05,"ENSG00000142541/ENSG00000106263/ENSG00000130741/ENSG00000089157/ENSG00000164985/ENSG00000197498/ENSG00000178982/ENSG00000107581/ENSG00000168028/ENSG00000151131/ENSG00000083845/ENSG00000145833/ENSG00000261236/ENSG00000105373/ENSG00000104872/ENSG00000104408/ENSG00000122406/ENSG00000172809/ENSG00000073536/ENSG00000113460/ENSG00000142676/ENSG00000137574/ENSG00000131653",23
"GO:0000470","GO:0000470","maturation of LSU-rRNA","7/444","24/20772",4.91364511584956e-07,0.000186539836398071,0.000174117013052545,"ENSG00000197498/ENSG00000147604/ENSG00000198042/ENSG00000067533/ENSG00000138442/ENSG00000261236/ENSG00000142207",7
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","8/444","38/20772",1.1398980419694e-06,0.000396684518605353,0.00037026688152743,"ENSG00000171858/ENSG00000198042/ENSG00000120800/ENSG00000067533/ENSG00000138442/ENSG00000261236/ENSG00000142207/ENSG00000120158",8
"GO:1990830","GO:1990830","cellular response to leukemia inhibitory factor","11/444","106/20772",1.68824293619912e-05,0.00519015257618566,0.00484450871889884,"ENSG00000163710/ENSG00000172819/ENSG00000121207/ENSG00000005022/ENSG00000119411/ENSG00000096717/ENSG00000120659/ENSG00000008083/ENSG00000105193/ENSG00000163002/ENSG00000080345",11
"GO:1990823","GO:1990823","response to leukemia inhibitory factor","11/444","107/20772",1.8460935694108e-05,0.00519015257618566,0.00484450871889884,"ENSG00000163710/ENSG00000172819/ENSG00000121207/ENSG00000005022/ENSG00000119411/ENSG00000096717/ENSG00000120659/ENSG00000008083/ENSG00000105193/ENSG00000163002/ENSG00000080345",11
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","6/444","27/20772",1.86427894259542e-05,0.00519015257618566,0.00484450871889884,"ENSG00000171858/ENSG00000120800/ENSG00000138442/ENSG00000261236/ENSG00000142207/ENSG00000120158",6
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5/444","17/20772",2.18317467261915e-05,0.00569808589553598,0.00531861566625573,"ENSG00000197498/ENSG00000147604/ENSG00000138442/ENSG00000261236/ENSG00000142207",5
"GO:0006413","GO:0006413","translational initiation","12/444","135/20772",3.3849014805971e-05,0.00831491093116088,0.00776117039173441,"ENSG00000142541/ENSG00000106263/ENSG00000092345/ENSG00000130741/ENSG00000178982/ENSG00000085760/ENSG00000107581/ENSG00000181163/ENSG00000149273/ENSG00000083845/ENSG00000104408/ENSG00000155506",12
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","10/444","97/20772",4.30956415184486e-05,0.00999818883228007,0.00933234856975527,"ENSG00000171858/ENSG00000120800/ENSG00000137154/ENSG00000181163/ENSG00000168028/ENSG00000083845/ENSG00000105193/ENSG00000172809/ENSG00000171863/ENSG00000120158",10
"GO:0035148","GO:0035148","tube formation","13/444","170/20772",7.77318211926447e-05,0.0170846360684465,0.0159468661427348,"ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000153094/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000147862/ENSG00000149418/ENSG00000106078/ENSG00000171863",13
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","5/444","22/20772",8.50599468358965e-05,0.0176912047486689,0.016513039721799,"ENSG00000154473/ENSG00000116670/ENSG00000122406/ENSG00000171863/ENSG00000142676",5
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","4/444","12/20772",8.89643916958925e-05,0.0176912047486689,0.016513039721799,"ENSG00000116670/ENSG00000122406/ENSG00000171863/ENSG00000142676",4
"GO:0002183","GO:0002183","cytoplasmic translational initiation","6/444","40/20772",0.000191143408897899,0.0359535082941781,0.0335591452947524,"ENSG00000142541/ENSG00000106263/ENSG00000130741/ENSG00000178982/ENSG00000107581/ENSG00000104408",6
"GO:2000647","GO:2000647","negative regulation of stem cell proliferation","5/444","26/20772",0.000198019801428663,0.0359535082941781,0.0335591452947524,"ENSG00000175707/ENSG00000172819/ENSG00000117595/ENSG00000125850/ENSG00000147862",5
"GO:0001838","GO:0001838","embryonic epithelial tube formation","11/444","141/20772",0.000229244608863431,0.0388653691710365,0.0362770876286419,"ENSG00000170561/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",11
"GO:2001235","GO:2001235","positive regulation of apoptotic signaling pathway","12/444","165/20772",0.00023267103191473,0.0388653691710365,0.0362770876286419,"ENSG00000182866/ENSG00000136943/ENSG00000096717/ENSG00000109861/ENSG00000104332/ENSG00000165731/ENSG00000204628/ENSG00000149273/ENSG00000153094/ENSG00000171863/ENSG00000142676/ENSG00000131653",12
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","12/444","167/20772",0.000260092128025036,0.041774797178175,0.0389927591124173,"ENSG00000170561/ENSG00000175707/ENSG00000166145/ENSG00000172819/ENSG00000104332/ENSG00000165731/ENSG00000121897/ENSG00000125850/ENSG00000138182/ENSG00000149418/ENSG00000106078/ENSG00000171863",12
"GO:0048732","GO:0048732","gland development","23/444","483/20772",0.000320144648815114,0.0487845635721009,0.045535702487268,"ENSG00000039068/ENSG00000130707/ENSG00000198931/ENSG00000172819/ENSG00000241186/ENSG00000004478/ENSG00000156925/ENSG00000104332/ENSG00000103067/ENSG00000215021/ENSG00000105707/ENSG00000120659/ENSG00000153094/ENSG00000128951/ENSG00000008083/ENSG00000117595/ENSG00000147862/ENSG00000172216/ENSG00000115738/ENSG00000106078/ENSG00000145545/ENSG00000141655/ENSG00000100889",23
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process","6/444","44/20772",0.000327099564180753,0.0487845635721009,0.045535702487268,"ENSG00000158825/ENSG00000084774/ENSG00000198931/ENSG00000178035/ENSG00000128951/ENSG00000128050",6
