"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030900","GO:0030900","forebrain development","31/435","434/20772",3.20255465784406e-09,1.34891602188392e-05,1.18966477763491e-05,"ENSG00000182968/ENSG00000188064/ENSG00000134245/ENSG00000007372/ENSG00000170370/ENSG00000154342/ENSG00000184486/ENSG00000163132/ENSG00000066468/ENSG00000173376/ENSG00000110880/ENSG00000106571/ENSG00000138772/ENSG00000152977/ENSG00000074047/ENSG00000064309/ENSG00000075213/ENSG00000115507/ENSG00000137267/ENSG00000184254/ENSG00000117394/ENSG00000118193/ENSG00000184845/ENSG00000137285/ENSG00000162992/ENSG00000138623/ENSG00000184144/ENSG00000143869/ENSG00000164853/ENSG00000180616/ENSG00000074181",31
"GO:0007389","GO:0007389","pattern specification process","31/435","495/20772",6.70881857158544e-08,0.000134163817078512,0.000118324614002616,"ENSG00000182968/ENSG00000198435/ENSG00000188064/ENSG00000164651/ENSG00000134245/ENSG00000167081/ENSG00000007372/ENSG00000170370/ENSG00000154342/ENSG00000163132/ENSG00000066468/ENSG00000106571/ENSG00000075290/ENSG00000164056/ENSG00000152977/ENSG00000112175/ENSG00000074047/ENSG00000064309/ENSG00000115507/ENSG00000120149/ENSG00000188290/ENSG00000180875/ENSG00000064218/ENSG00000178234/ENSG00000162738/ENSG00000162992/ENSG00000187553/ENSG00000115596/ENSG00000159263/ENSG00000164853/ENSG00000126778",31
"GO:0045165","GO:0045165","cell fate commitment","24/435","323/20772",9.55582742724441e-08,0.000134163817078512,0.000118324614002616,"ENSG00000101384/ENSG00000172020/ENSG00000182968/ENSG00000188064/ENSG00000134245/ENSG00000119547/ENSG00000007372/ENSG00000154342/ENSG00000184486/ENSG00000066468/ENSG00000106571/ENSG00000075290/ENSG00000123307/ENSG00000074047/ENSG00000064309/ENSG00000221818/ENSG00000180447/ENSG00000064218/ENSG00000162992/ENSG00000115596/ENSG00000143869/ENSG00000160712/ENSG00000074181/ENSG00000126778",24
"GO:0007409","GO:0007409","axonogenesis","29/435","456/20772",1.29993782510631e-07,0.000136883452983694,0.000120723173284215,"ENSG00000172020/ENSG00000144857/ENSG00000187094/ENSG00000007372/ENSG00000154342/ENSG00000035403/ENSG00000118263/ENSG00000106278/ENSG00000124171/ENSG00000184486/ENSG00000066468/ENSG00000106571/ENSG00000108231/ENSG00000078018/ENSG00000147894/ENSG00000074047/ENSG00000075213/ENSG00000168280/ENSG00000154134/ENSG00000104290/ENSG00000156299/ENSG00000111962/ENSG00000137285/ENSG00000138623/ENSG00000067141/ENSG00000184144/ENSG00000143869/ENSG00000084234/ENSG00000074181",29
"GO:0001764","GO:0001764","neuron migration","17/435","183/20772",3.29781581138252e-07,0.000277808003950864,0.000245010357860398,"ENSG00000125492/ENSG00000182968/ENSG00000187094/ENSG00000007372/ENSG00000170370/ENSG00000173376/ENSG00000123307/ENSG00000075213/ENSG00000070808/ENSG00000104290/ENSG00000184845/ENSG00000137285/ENSG00000261678/ENSG00000067141/ENSG00000215397/ENSG00000134369/ENSG00000184144",17
"GO:0072001","GO:0072001","renal system development","23/435","341/20772",9.70547637152985e-07,0.000681324441281396,0.000600888177458401,"ENSG00000101384/ENSG00000187210/ENSG00000188064/ENSG00000134245/ENSG00000170370/ENSG00000008196/ENSG00000066468/ENSG00000106571/ENSG00000164056/ENSG00000120156/ENSG00000074047/ENSG00000137203/ENSG00000075711/ENSG00000105696/ENSG00000162738/ENSG00000169174/ENSG00000176928/ENSG00000115884/ENSG00000091879/ENSG00000115596/ENSG00000160712/ENSG00000074181/ENSG00000126778",23
"GO:0001822","GO:0001822","kidney development","22/435","331/20772",2.12736889204605e-06,0.00125289502665667,0.00110497989430484,"ENSG00000101384/ENSG00000187210/ENSG00000188064/ENSG00000134245/ENSG00000008196/ENSG00000066468/ENSG00000106571/ENSG00000164056/ENSG00000120156/ENSG00000074047/ENSG00000137203/ENSG00000075711/ENSG00000105696/ENSG00000162738/ENSG00000169174/ENSG00000176928/ENSG00000115884/ENSG00000091879/ENSG00000115596/ENSG00000160712/ENSG00000074181/ENSG00000126778",22
"GO:0007411","GO:0007411","axon guidance","18/435","236/20772",2.67712612533476e-06,0.00125289502665667,0.00110497989430484,"ENSG00000172020/ENSG00000144857/ENSG00000007372/ENSG00000154342/ENSG00000118263/ENSG00000106571/ENSG00000108231/ENSG00000074047/ENSG00000075213/ENSG00000168280/ENSG00000154134/ENSG00000104290/ENSG00000137285/ENSG00000138623/ENSG00000067141/ENSG00000184144/ENSG00000143869/ENSG00000074181",18
"GO:0097485","GO:0097485","neuron projection guidance","18/435","236/20772",2.67712612533476e-06,0.00125289502665667,0.00110497989430484,"ENSG00000172020/ENSG00000144857/ENSG00000007372/ENSG00000154342/ENSG00000118263/ENSG00000106571/ENSG00000108231/ENSG00000074047/ENSG00000075213/ENSG00000168280/ENSG00000154134/ENSG00000104290/ENSG00000137285/ENSG00000138623/ENSG00000067141/ENSG00000184144/ENSG00000143869/ENSG00000074181",18
"GO:0003002","GO:0003002","regionalization","26/435","450/20772",3.47427602498592e-06,0.00146336506172407,0.00129060211496582,"ENSG00000182968/ENSG00000198435/ENSG00000188064/ENSG00000164651/ENSG00000134245/ENSG00000167081/ENSG00000007372/ENSG00000170370/ENSG00000154342/ENSG00000163132/ENSG00000066468/ENSG00000106571/ENSG00000075290/ENSG00000164056/ENSG00000074047/ENSG00000064309/ENSG00000115507/ENSG00000120149/ENSG00000188290/ENSG00000180875/ENSG00000064218/ENSG00000178234/ENSG00000162738/ENSG00000162992/ENSG00000187553/ENSG00000126778",26
