"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031589","GO:0031589","cell-substrate adhesion","29/406","401/20772",1.6673793756461e-09,3.47612809397127e-06,2.95305746853597e-06,"ENSG00000197702/ENSG00000129474/ENSG00000172638/ENSG00000118523/ENSG00000142871/ENSG00000152377/ENSG00000166949/ENSG00000111859/ENSG00000127990/ENSG00000171791/ENSG00000137103/ENSG00000082701/ENSG00000169231/ENSG00000132669/ENSG00000167601/ENSG00000151422/ENSG00000006210/ENSG00000108861/ENSG00000083457/ENSG00000105855/ENSG00000168542/ENSG00000137801/ENSG00000137076/ENSG00000134318/ENSG00000151388/ENSG00000153071/ENSG00000074527/ENSG00000164741/ENSG00000091986",29
"GO:0010975","GO:0010975","regulation of neuron projection development","32/406","480/20772",1.7627424411619e-09,3.47612809397127e-06,2.95305746853597e-06,"ENSG00000171533/ENSG00000138760/ENSG00000165323/ENSG00000163110/ENSG00000107130/ENSG00000157851/ENSG00000152377/ENSG00000185924/ENSG00000170558/ENSG00000026025/ENSG00000075223/ENSG00000082701/ENSG00000145147/ENSG00000203879/ENSG00000187323/ENSG00000162374/ENSG00000094631/ENSG00000150764/ENSG00000006210/ENSG00000125266/ENSG00000103260/ENSG00000117385/ENSG00000110047/ENSG00000115694/ENSG00000108947/ENSG00000153266/ENSG00000153707/ENSG00000107485/ENSG00000180370/ENSG00000114554/ENSG00000153071/ENSG00000091129",32
"GO:0035329","GO:0035329","hippo signaling","9/406","46/20772",2.21435747644139e-07,0.000287260499640898,0.000244034955257014,"ENSG00000129474/ENSG00000114019/ENSG00000187079/ENSG00000150457/ENSG00000144560/ENSG00000007866/ENSG00000142279/ENSG00000018408/ENSG00000166025",9
"GO:0007409","GO:0007409","axonogenesis","27/406","456/20772",3.72446864635536e-07,0.000287260499640898,0.000244034955257014,"ENSG00000171533/ENSG00000173482/ENSG00000105290/ENSG00000157851/ENSG00000004848/ENSG00000171791/ENSG00000170558/ENSG00000075223/ENSG00000082701/ENSG00000145147/ENSG00000203879/ENSG00000166313/ENSG00000187323/ENSG00000138696/ENSG00000166963/ENSG00000094631/ENSG00000150764/ENSG00000125266/ENSG00000103260/ENSG00000129116/ENSG00000115694/ENSG00000108947/ENSG00000153266/ENSG00000107485/ENSG00000180370/ENSG00000114554/ENSG00000091129",27
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","26/406","432/20772",4.5094441668173e-07,0.000287260499640898,0.000244034955257014,"ENSG00000072415/ENSG00000148204/ENSG00000150593/ENSG00000137575/ENSG00000148516/ENSG00000125378/ENSG00000142871/ENSG00000166949/ENSG00000150938/ENSG00000026025/ENSG00000150457/ENSG00000069702/ENSG00000138696/ENSG00000081479/ENSG00000166147/ENSG00000176973/ENSG00000018408/ENSG00000064393/ENSG00000105855/ENSG00000168542/ENSG00000137801/ENSG00000138829/ENSG00000168874/ENSG00000128791/ENSG00000153071/ENSG00000147257",26
"GO:0030900","GO:0030900","forebrain development","26/406","434/20772",4.92386306128741e-07,0.000287260499640898,0.000244034955257014,"ENSG00000072415/ENSG00000167552/ENSG00000148516/ENSG00000125378/ENSG00000111783/ENSG00000105290/ENSG00000146648/ENSG00000096093/ENSG00000185924/ENSG00000004848/ENSG00000170558/ENSG00000082701/ENSG00000145147/ENSG00000162374/ENSG00000147526/ENSG00000167601/ENSG00000150764/ENSG00000081479/ENSG00000166225/ENSG00000168542/ENSG00000128791/ENSG00000153266/ENSG00000114554/ENSG00000002330/ENSG00000164741/ENSG00000185551",26
"GO:0007160","GO:0007160","cell-matrix adhesion","20/406","274/20772",5.09843685975225e-07,0.000287260499640898,0.000244034955257014,"ENSG00000129474/ENSG00000172638/ENSG00000118523/ENSG00000166949/ENSG00000127990/ENSG00000171791/ENSG00000137103/ENSG00000082701/ENSG00000169231/ENSG00000132669/ENSG00000006210/ENSG00000108861/ENSG00000083457/ENSG00000105855/ENSG00000168542/ENSG00000137801/ENSG00000137076/ENSG00000134318/ENSG00000151388/ENSG00000164741",20
"GO:0007265","GO:0007265","Ras protein signal transduction","23/406","367/20772",1.05280409139986e-06,0.00051903241706013,0.000440930976700756,"ENSG00000119522/ENSG00000039523/ENSG00000105443/ENSG00000137575/ENSG00000137962/ENSG00000105767/ENSG00000072422/ENSG00000105137/ENSG00000203879/ENSG00000064547/ENSG00000196914/ENSG00000143622/ENSG00000113721/ENSG00000104695/ENSG00000151491/ENSG00000138193/ENSG00000143344/ENSG00000168542/ENSG00000123570/ENSG00000139687/ENSG00000134318/ENSG00000164741/ENSG00000099331",23
"GO:0050680","GO:0050680","negative regulation of epithelial cell proliferation","16/406","192/20772",1.2635563283468e-06,0.000523394666733649,0.000444636816540303,"ENSG00000173482/ENSG00000071246/ENSG00000148516/ENSG00000125378/ENSG00000101940/ENSG00000113140/ENSG00000069702/ENSG00000125266/ENSG00000137801/ENSG00000168874/ENSG00000107485/ENSG00000139687/ENSG00000153071/ENSG00000147257/ENSG00000185551/ENSG00000170477",16
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","23/406","372/20772",1.32706558502447e-06,0.000523394666733649,0.000444636816540303,"ENSG00000072415/ENSG00000148204/ENSG00000137575/ENSG00000148516/ENSG00000125378/ENSG00000142871/ENSG00000166949/ENSG00000150938/ENSG00000105767/ENSG00000150457/ENSG00000145147/ENSG00000069702/ENSG00000081479/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000138829/ENSG00000128791/ENSG00000107485/ENSG00000151388/ENSG00000153071/ENSG00000147257",23
"GO:0071559","GO:0071559","response to transforming growth factor beta","20/406","300/20772",2.0927344962247e-06,0.000750340441191836,0.000637432909232843,"ENSG00000072415/ENSG00000110693/ENSG00000137575/ENSG00000148516/ENSG00000166949/ENSG00000150457/ENSG00000148677/ENSG00000069702/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000105855/ENSG00000168542/ENSG00000137801/ENSG00000138829/ENSG00000140836/ENSG00000128791/ENSG00000134318/ENSG00000180370/ENSG00000153071",20
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","25/406","442/20772",2.31147515529402e-06,0.0007597048343733,0.000645388194675513,"ENSG00000173482/ENSG00000071246/ENSG00000148516/ENSG00000125378/ENSG00000146648/ENSG00000101940/ENSG00000166949/ENSG00000004848/ENSG00000113140/ENSG00000069702/ENSG00000111728/ENSG00000094631/ENSG00000125266/ENSG00000166225/ENSG00000137801/ENSG00000168874/ENSG00000173511/ENSG00000107485/ENSG00000139687/ENSG00000002330/ENSG00000153071/ENSG00000124181/ENSG00000147257/ENSG00000185551/ENSG00000170477",25
"GO:0002062","GO:0002062","chondrocyte differentiation","12/406","116/20772",2.91605181495082e-06,0.000884685258320463,0.000751562180322952,"ENSG00000139219/ENSG00000110693/ENSG00000118523/ENSG00000125378/ENSG00000109906/ENSG00000166949/ENSG00000138696/ENSG00000168542/ENSG00000128791/ENSG00000139687/ENSG00000151388/ENSG00000143797",12
"GO:0001764","GO:0001764","neuron migration","15/406","183/20772",3.32826016551737e-06,0.000937618435200037,0.000796530233597128,"ENSG00000150471/ENSG00000167552/ENSG00000165323/ENSG00000152377/ENSG00000004848/ENSG00000150625/ENSG00000187323/ENSG00000167601/ENSG00000006210/ENSG00000168542/ENSG00000153266/ENSG00000107485/ENSG00000114554/ENSG00000185551/ENSG00000091129",15
"GO:0050770","GO:0050770","regulation of axonogenesis","14/406","167/20772",5.43137416797661e-06,0.00135836574930724,0.00115396556529437,"ENSG00000171533/ENSG00000170558/ENSG00000075223/ENSG00000082701/ENSG00000145147/ENSG00000203879/ENSG00000187323/ENSG00000094631/ENSG00000150764/ENSG00000103260/ENSG00000115694/ENSG00000108947/ENSG00000180370/ENSG00000114554",14
"GO:0051216","GO:0051216","cartilage development","16/406","215/20772",5.51061155905572e-06,0.00135836574930724,0.00115396556529437,"ENSG00000139219/ENSG00000110693/ENSG00000148516/ENSG00000118523/ENSG00000125378/ENSG00000142871/ENSG00000109906/ENSG00000166949/ENSG00000169231/ENSG00000138696/ENSG00000105855/ENSG00000168542/ENSG00000128791/ENSG00000139687/ENSG00000151388/ENSG00000143797",16
"GO:0071772","GO:0071772","response to BMP","15/406","193/20772",6.39120887185393e-06,0.00140038487725511,0.00118966186193632,"ENSG00000139219/ENSG00000148204/ENSG00000150593/ENSG00000125378/ENSG00000142871/ENSG00000150938/ENSG00000069702/ENSG00000138696/ENSG00000081479/ENSG00000166147/ENSG00000064393/ENSG00000128791/ENSG00000107485/ENSG00000151388/ENSG00000147257",15
"GO:0071773","GO:0071773","cellular response to BMP stimulus","15/406","193/20772",6.39120887185393e-06,0.00140038487725511,0.00118966186193632,"ENSG00000139219/ENSG00000148204/ENSG00000150593/ENSG00000125378/ENSG00000142871/ENSG00000150938/ENSG00000069702/ENSG00000138696/ENSG00000081479/ENSG00000166147/ENSG00000064393/ENSG00000128791/ENSG00000107485/ENSG00000151388/ENSG00000147257",15
"GO:0031346","GO:0031346","positive regulation of cell projection organization","22/406","382/20772",7.05823450853688e-06,0.00146514088956155,0.00124467370862454,"ENSG00000171533/ENSG00000138760/ENSG00000075618/ENSG00000111859/ENSG00000082701/ENSG00000145147/ENSG00000203879/ENSG00000150625/ENSG00000162374/ENSG00000094631/ENSG00000150764/ENSG00000006210/ENSG00000151491/ENSG00000138193/ENSG00000136960/ENSG00000103260/ENSG00000161202/ENSG00000117385/ENSG00000110047/ENSG00000115694/ENSG00000153707/ENSG00000114554",22
"GO:0060537","GO:0060537","muscle tissue development","24/406","445/20772",8.23851029155726e-06,0.00162463422949509,0.00138016727673825,"ENSG00000110693/ENSG00000172638/ENSG00000125378/ENSG00000165410/ENSG00000163110/ENSG00000166949/ENSG00000171791/ENSG00000075223/ENSG00000148677/ENSG00000069702/ENSG00000108946/ENSG00000179456/ENSG00000144560/ENSG00000113721/ENSG00000081479/ENSG00000125266/ENSG00000166225/ENSG00000168542/ENSG00000154556/ENSG00000139687/ENSG00000168899/ENSG00000149596/ENSG00000185551/ENSG00000148814",24
"GO:0034329","GO:0034329","cell junction assembly","25/406","483/20772",1.08265846315146e-05,0.00203333570412827,0.00172736936752436,"ENSG00000150471/ENSG00000129474/ENSG00000137575/ENSG00000075618/ENSG00000163110/ENSG00000113361/ENSG00000166949/ENSG00000171791/ENSG00000170558/ENSG00000107186/ENSG00000150625/ENSG00000151422/ENSG00000155366/ENSG00000125266/ENSG00000108861/ENSG00000158258/ENSG00000137801/ENSG00000108947/ENSG00000137076/ENSG00000153707/ENSG00000134318/ENSG00000180370/ENSG00000164741/ENSG00000140557/ENSG00000091129",25
"GO:0032330","GO:0032330","regulation of chondrocyte differentiation","8/406","57/20772",1.4219185843457e-05,0.0025491122257543,0.00216553437989109,"ENSG00000110693/ENSG00000118523/ENSG00000125378/ENSG00000109906/ENSG00000166949/ENSG00000138696/ENSG00000151388/ENSG00000143797",8
"GO:0061448","GO:0061448","connective tissue development","18/406","289/20772",1.70579778929569e-05,0.00280661998802402,0.00238429364307688,"ENSG00000139219/ENSG00000110693/ENSG00000148516/ENSG00000118523/ENSG00000125378/ENSG00000142871/ENSG00000109906/ENSG00000166949/ENSG00000150347/ENSG00000169231/ENSG00000138696/ENSG00000113721/ENSG00000105855/ENSG00000168542/ENSG00000128791/ENSG00000139687/ENSG00000151388/ENSG00000143797",18
"GO:0061035","GO:0061035","regulation of cartilage development","9/406","76/20772",1.70788234565356e-05,0.00280661998802402,0.00238429364307688,"ENSG00000110693/ENSG00000118523/ENSG00000125378/ENSG00000142871/ENSG00000109906/ENSG00000166949/ENSG00000138696/ENSG00000151388/ENSG00000143797",9
"GO:0051146","GO:0051146","striated muscle cell differentiation","19/406","318/20772",1.78860458924112e-05,0.00282170259998679,0.00239710669791768,"ENSG00000110693/ENSG00000162909/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000163110/ENSG00000171791/ENSG00000170558/ENSG00000148677/ENSG00000108946/ENSG00000100345/ENSG00000154721/ENSG00000113721/ENSG00000125266/ENSG00000166225/ENSG00000110047/ENSG00000154556/ENSG00000139687/ENSG00000148814",19
"GO:0001558","GO:0001558","regulation of cell growth","24/406","469/20772",1.95582314850909e-05,0.00288103860865616,0.00244751411640668,"ENSG00000179833/ENSG00000022267/ENSG00000177189/ENSG00000137575/ENSG00000135924/ENSG00000146648/ENSG00000152377/ENSG00000166949/ENSG00000187079/ENSG00000171791/ENSG00000075223/ENSG00000082701/ENSG00000145147/ENSG00000203879/ENSG00000144560/ENSG00000187323/ENSG00000094631/ENSG00000138193/ENSG00000139687/ENSG00000153071/ENSG00000145349/ENSG00000141576/ENSG00000111653/ENSG00000091129",24
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","16/406","238/20772",1.97231344913074e-05,0.00288103860865616,0.00244751411640668,"ENSG00000197702/ENSG00000072415/ENSG00000148204/ENSG00000114019/ENSG00000075618/ENSG00000160360/ENSG00000112186/ENSG00000072422/ENSG00000082701/ENSG00000100345/ENSG00000176973/ENSG00000115694/ENSG00000166025/ENSG00000107485/ENSG00000134318/ENSG00000107099",16
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","16/406","239/20772",2.07672248940399e-05,0.00291769542042279,0.00247865499178118,"ENSG00000172638/ENSG00000142871/ENSG00000152377/ENSG00000166949/ENSG00000111859/ENSG00000171791/ENSG00000082701/ENSG00000132669/ENSG00000006210/ENSG00000108861/ENSG00000137801/ENSG00000137076/ENSG00000134318/ENSG00000153071/ENSG00000164741/ENSG00000091986",16
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","18/406","294/20772",2.14536427972264e-05,0.00291769542042279,0.00247865499178118,"ENSG00000072415/ENSG00000110693/ENSG00000137575/ENSG00000148516/ENSG00000166949/ENSG00000150457/ENSG00000148677/ENSG00000069702/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000105855/ENSG00000168542/ENSG00000137801/ENSG00000138829/ENSG00000128791/ENSG00000180370/ENSG00000153071",18
"GO:0001654","GO:0001654","eye development","22/406","419/20772",2.94588123361172e-05,0.00371220631723503,0.00315361180414196,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000165323/ENSG00000125378/ENSG00000146648/ENSG00000166949/ENSG00000171791/ENSG00000026025/ENSG00000150625/ENSG00000138696/ENSG00000113721/ENSG00000166147/ENSG00000166225/ENSG00000132688/ENSG00000064393/ENSG00000138829/ENSG00000204262/ENSG00000128791/ENSG00000156345/ENSG00000107485/ENSG00000101489",22
"GO:0021987","GO:0021987","cerebral cortex development","12/406","146/20772",3.0861596643408e-05,0.00371220631723503,0.00315361180414196,"ENSG00000072415/ENSG00000167552/ENSG00000146648/ENSG00000096093/ENSG00000004848/ENSG00000170558/ENSG00000082701/ENSG00000145147/ENSG00000147526/ENSG00000150764/ENSG00000168542/ENSG00000002330",12
"GO:0001822","GO:0001822","kidney development","19/406","331/20772",3.10605498145933e-05,0.00371220631723503,0.00315361180414196,"ENSG00000171456/ENSG00000125378/ENSG00000109906/ENSG00000171016/ENSG00000166949/ENSG00000150347/ENSG00000138792/ENSG00000171791/ENSG00000145147/ENSG00000153936/ENSG00000113721/ENSG00000081479/ENSG00000138193/ENSG00000125266/ENSG00000166147/ENSG00000018408/ENSG00000107485/ENSG00000151892/ENSG00000147257",19
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","19/406","331/20772",3.10605498145933e-05,0.00371220631723503,0.00315361180414196,"ENSG00000072415/ENSG00000148204/ENSG00000137575/ENSG00000148516/ENSG00000125378/ENSG00000142871/ENSG00000166949/ENSG00000150938/ENSG00000150457/ENSG00000069702/ENSG00000081479/ENSG00000166147/ENSG00000176973/ENSG00000064393/ENSG00000137801/ENSG00000138829/ENSG00000128791/ENSG00000153071/ENSG00000147257",19
"GO:0150063","GO:0150063","visual system development","22/406","423/20772",3.39891829445923e-05,0.0039427452215727,0.00334946035023644,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000165323/ENSG00000125378/ENSG00000146648/ENSG00000166949/ENSG00000171791/ENSG00000026025/ENSG00000150625/ENSG00000138696/ENSG00000113721/ENSG00000166147/ENSG00000166225/ENSG00000132688/ENSG00000064393/ENSG00000138829/ENSG00000204262/ENSG00000128791/ENSG00000156345/ENSG00000107485/ENSG00000101489",22
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","22/406","426/20772",3.77872815945334e-05,0.00397481005791051,0.00337670022801568,"ENSG00000172638/ENSG00000118523/ENSG00000165410/ENSG00000197694/ENSG00000101871/ENSG00000166949/ENSG00000145147/ENSG00000106624/ENSG00000130779/ENSG00000166963/ENSG00000094631/ENSG00000151422/ENSG00000006210/ENSG00000155366/ENSG00000151491/ENSG00000087274/ENSG00000196776/ENSG00000139687/ENSG00000134318/ENSG00000180370/ENSG00000109171/ENSG00000164741",22
"GO:0061036","GO:0061036","positive regulation of cartilage development","6/406","33/20772",3.80581156648713e-05,0.00397481005791051,0.00337670022801568,"ENSG00000110693/ENSG00000125378/ENSG00000142871/ENSG00000109906/ENSG00000166949/ENSG00000138696",6
"GO:0060976","GO:0060976","coronary vasculature development","7/406","48/20772",3.81750174505098e-05,0.00397481005791051,0.00337670022801568,"ENSG00000125378/ENSG00000069702/ENSG00000113721/ENSG00000081479/ENSG00000166847/ENSG00000173511/ENSG00000147257",7
"GO:0007517","GO:0007517","muscle organ development","20/406","367/20772",4.0295735143336e-05,0.00397481005791051,0.00337670022801568,"ENSG00000110693/ENSG00000022267/ENSG00000172638/ENSG00000125378/ENSG00000165410/ENSG00000166949/ENSG00000150347/ENSG00000127990/ENSG00000171791/ENSG00000148677/ENSG00000069702/ENSG00000179456/ENSG00000081479/ENSG00000156858/ENSG00000168542/ENSG00000140836/ENSG00000139687/ENSG00000168899/ENSG00000149596/ENSG00000185551",20
"GO:0043010","GO:0043010","camera-type eye development","20/406","367/20772",4.0295735143336e-05,0.00397481005791051,0.00337670022801568,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000165323/ENSG00000125378/ENSG00000146648/ENSG00000166949/ENSG00000026025/ENSG00000150625/ENSG00000138696/ENSG00000113721/ENSG00000166147/ENSG00000166225/ENSG00000132688/ENSG00000064393/ENSG00000138829/ENSG00000128791/ENSG00000156345/ENSG00000107485/ENSG00000101489",20
"GO:0010977","GO:0010977","negative regulation of neuron projection development","12/406","150/20772",4.03124752323581e-05,0.00397481005791051,0.00337670022801568,"ENSG00000165323/ENSG00000152377/ENSG00000185924/ENSG00000026025/ENSG00000075223/ENSG00000145147/ENSG00000203879/ENSG00000187323/ENSG00000094631/ENSG00000125266/ENSG00000108947/ENSG00000153071",12
"GO:0051017","GO:0051017","actin filament bundle assembly","13/406","176/20772",4.48463977253167e-05,0.00426448674579566,0.00362278779541678,"ENSG00000118523/ENSG00000075618/ENSG00000166949/ENSG00000111859/ENSG00000006210/ENSG00000155366/ENSG00000151491/ENSG00000087274/ENSG00000196776/ENSG00000134318/ENSG00000180370/ENSG00000164741/ENSG00000135596",13
"GO:0007389","GO:0007389","pattern specification process","24/406","495/20772",4.6325598795802e-05,0.00426448674579566,0.00362278779541678,"ENSG00000148204/ENSG00000080298/ENSG00000148516/ENSG00000163093/ENSG00000125378/ENSG00000109906/ENSG00000168283/ENSG00000111783/ENSG00000101871/ENSG00000166949/ENSG00000075223/ENSG00000143147/ENSG00000138696/ENSG00000116729/ENSG00000081479/ENSG00000166225/ENSG00000064393/ENSG00000138771/ENSG00000153266/ENSG00000156345/ENSG00000138036/ENSG00000171843/ENSG00000147257/ENSG00000185551",24
"GO:0072001","GO:0072001","renal system development","19/406","341/20772",4.64941506260683e-05,0.00426448674579566,0.00362278779541678,"ENSG00000171456/ENSG00000125378/ENSG00000109906/ENSG00000171016/ENSG00000166949/ENSG00000150347/ENSG00000138792/ENSG00000171791/ENSG00000145147/ENSG00000153936/ENSG00000113721/ENSG00000081479/ENSG00000138193/ENSG00000125266/ENSG00000166147/ENSG00000018408/ENSG00000107485/ENSG00000151892/ENSG00000147257",19
"GO:0042692","GO:0042692","muscle cell differentiation","22/406","435/20772",5.15712398161132e-05,0.00462265840533524,0.00392706354867675,"ENSG00000110693/ENSG00000150593/ENSG00000172638/ENSG00000148516/ENSG00000162909/ENSG00000125378/ENSG00000165410/ENSG00000023902/ENSG00000163110/ENSG00000171791/ENSG00000170558/ENSG00000148677/ENSG00000108946/ENSG00000100345/ENSG00000154721/ENSG00000113721/ENSG00000125266/ENSG00000166225/ENSG00000110047/ENSG00000154556/ENSG00000139687/ENSG00000148814",22
"GO:0048880","GO:0048880","sensory system development","22/406","436/20772",5.33515056148918e-05,0.00463566676579512,0.00393811447515904,"ENSG00000173482/ENSG00000148204/ENSG00000148516/ENSG00000165323/ENSG00000125378/ENSG00000146648/ENSG00000166949/ENSG00000171791/ENSG00000026025/ENSG00000150625/ENSG00000138696/ENSG00000113721/ENSG00000166147/ENSG00000166225/ENSG00000132688/ENSG00000064393/ENSG00000138829/ENSG00000204262/ENSG00000128791/ENSG00000156345/ENSG00000107485/ENSG00000101489",22
"GO:0043200","GO:0043200","response to amino acid","11/406","131/20772",5.40671073089695e-05,0.00463566676579512,0.00393811447515904,"ENSG00000167552/ENSG00000148516/ENSG00000162909/ENSG00000118523/ENSG00000146648/ENSG00000171791/ENSG00000145431/ENSG00000168542/ENSG00000204262/ENSG00000002330/ENSG00000113742",11
"GO:0061572","GO:0061572","actin filament bundle organization","13/406","180/20772",5.65751930589252e-05,0.00474750130690215,0.00403312070563402,"ENSG00000118523/ENSG00000075618/ENSG00000166949/ENSG00000111859/ENSG00000006210/ENSG00000155366/ENSG00000151491/ENSG00000087274/ENSG00000196776/ENSG00000134318/ENSG00000180370/ENSG00000164741/ENSG00000135596",13
"GO:0002064","GO:0002064","epithelial cell development","15/406","233/20772",5.8638084052527e-05,0.00481809590631597,0.00409309257761389,"ENSG00000171456/ENSG00000134352/ENSG00000080298/ENSG00000125378/ENSG00000188026/ENSG00000170558/ENSG00000026025/ENSG00000082701/ENSG00000136451/ENSG00000151422/ENSG00000166225/ENSG00000129116/ENSG00000087274/ENSG00000134318/ENSG00000002330",15
