"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002181","GO:0002181","cytoplasmic translation","42/454","180/20772",3.69703111758708e-31,1.54055286669854e-27,1.44534458639141e-27,"ENSG00000142541/ENSG00000130741/ENSG00000137154/ENSG00000112306/ENSG00000197958/ENSG00000213741/ENSG00000107581/ENSG00000178982/ENSG00000089157/ENSG00000070756/ENSG00000174444/ENSG00000168028/ENSG00000147604/ENSG00000166441/ENSG00000106263/ENSG00000188846/ENSG00000104408/ENSG00000171858/ENSG00000197728/ENSG00000149273/ENSG00000108107/ENSG00000131914/ENSG00000204628/ENSG00000105193/ENSG00000140988/ENSG00000171863/ENSG00000105640/ENSG00000122406/ENSG00000008988/ENSG00000142937/ENSG00000137818/ENSG00000231500/ENSG00000100316/ENSG00000174748/ENSG00000177600/ENSG00000110700/ENSG00000114391/ENSG00000083845/ENSG00000143947/ENSG00000148303/ENSG00000197756/ENSG00000164587",42
"GO:0042254","GO:0042254","ribosome biogenesis","42/454","331/20772",2.89852681742877e-20,6.03908062411285e-17,5.66585715785814e-17,"ENSG00000089048/ENSG00000178718/ENSG00000137154/ENSG00000181163/ENSG00000089157/ENSG00000198042/ENSG00000105202/ENSG00000168028/ENSG00000120800/ENSG00000147604/ENSG00000197498/ENSG00000114767/ENSG00000188846/ENSG00000171858/ENSG00000107833/ENSG00000067533/ENSG00000198498/ENSG00000165732/ENSG00000105193/ENSG00000105373/ENSG00000171863/ENSG00000122406/ENSG00000261236/ENSG00000142937/ENSG00000065183/ENSG00000108561/ENSG00000178105/ENSG00000142207/ENSG00000138442/ENSG00000055044/ENSG00000104872/ENSG00000101361/ENSG00000077348/ENSG00000083845/ENSG00000135763/ENSG00000132382/ENSG00000148843/ENSG00000124784/ENSG00000113460/ENSG00000198301/ENSG00000136045/ENSG00000164587",42
"GO:0006364","GO:0006364","rRNA processing","33/454","237/20772",2.20991447335348e-17,3.06957120348798e-14,2.87986749264379e-14,"ENSG00000089048/ENSG00000178718/ENSG00000137154/ENSG00000198042/ENSG00000105202/ENSG00000120800/ENSG00000147604/ENSG00000197498/ENSG00000114767/ENSG00000188846/ENSG00000171858/ENSG00000107833/ENSG00000067533/ENSG00000165732/ENSG00000105193/ENSG00000105373/ENSG00000171863/ENSG00000122406/ENSG00000261236/ENSG00000142937/ENSG00000065183/ENSG00000178105/ENSG00000142207/ENSG00000138442/ENSG00000055044/ENSG00000104872/ENSG00000101361/ENSG00000077348/ENSG00000148843/ENSG00000124784/ENSG00000113460/ENSG00000136045/ENSG00000164587",33
"GO:0016072","GO:0016072","rRNA metabolic process","34/454","279/20772",4.52038611427605e-16,4.70911223454708e-13,4.41808263905822e-13,"ENSG00000089048/ENSG00000178718/ENSG00000137154/ENSG00000198042/ENSG00000105202/ENSG00000120800/ENSG00000147604/ENSG00000197498/ENSG00000114767/ENSG00000188846/ENSG00000171858/ENSG00000107833/ENSG00000067533/ENSG00000165732/ENSG00000105193/ENSG00000105373/ENSG00000171863/ENSG00000122406/ENSG00000261236/ENSG00000142937/ENSG00000065183/ENSG00000178105/ENSG00000142207/ENSG00000138442/ENSG00000055044/ENSG00000104872/ENSG00000101361/ENSG00000077348/ENSG00000117877/ENSG00000148843/ENSG00000124784/ENSG00000113460/ENSG00000136045/ENSG00000164587",34
"GO:0034470","GO:0034470","ncRNA processing","42/454","475/20772",1.50680876718326e-14,1.25577442657053e-11,1.17816584448813e-11,"ENSG00000174720/ENSG00000134323/ENSG00000089048/ENSG00000178718/ENSG00000137154/ENSG00000198042/ENSG00000105202/ENSG00000120800/ENSG00000091127/ENSG00000147604/ENSG00000197498/ENSG00000114767/ENSG00000188846/ENSG00000171858/ENSG00000107833/ENSG00000177192/ENSG00000064102/ENSG00000131914/ENSG00000067533/ENSG00000165732/ENSG00000113569/ENSG00000105193/ENSG00000105373/ENSG00000171863/ENSG00000122406/ENSG00000261236/ENSG00000037474/ENSG00000142937/ENSG00000065183/ENSG00000178105/ENSG00000142207/ENSG00000138442/ENSG00000055044/ENSG00000104872/ENSG00000101361/ENSG00000077348/ENSG00000148843/ENSG00000124784/ENSG00000113460/ENSG00000136045/ENSG00000165526/ENSG00000164587",42
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","15/454","74/20772",5.53053902476077e-11,3.84095935269635e-08,3.60358279613359e-08,"ENSG00000181163/ENSG00000089157/ENSG00000198042/ENSG00000147604/ENSG00000197498/ENSG00000188846/ENSG00000067533/ENSG00000198498/ENSG00000105373/ENSG00000122406/ENSG00000261236/ENSG00000142207/ENSG00000138442/ENSG00000113460/ENSG00000198301",15
"GO:0042255","GO:0042255","ribosome assembly","11/454","62/20772",8.97788573093592e-08,5.34440712011571e-05,5.0141154292776e-05,"ENSG00000181163/ENSG00000089157/ENSG00000168028/ENSG00000197498/ENSG00000105373/ENSG00000122406/ENSG00000261236/ENSG00000108561/ENSG00000083845/ENSG00000113460/ENSG00000164587",11
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","21/454","265/20772",4.23458387203024e-07,0.000220568887434375,0.000206937427641057,"ENSG00000142541/ENSG00000130741/ENSG00000164985/ENSG00000107581/ENSG00000178982/ENSG00000089157/ENSG00000168028/ENSG00000197498/ENSG00000106263/ENSG00000104408/ENSG00000151131/ENSG00000137574/ENSG00000105373/ENSG00000145833/ENSG00000122406/ENSG00000261236/ENSG00000096384/ENSG00000104872/ENSG00000083845/ENSG00000113460/ENSG00000164587",21
"GO:0000470","GO:0000470","maturation of LSU-rRNA","7/454","24/20772",5.70710135517206e-07,0.000264238792744466,0.00024790847290186,"ENSG00000198042/ENSG00000147604/ENSG00000197498/ENSG00000067533/ENSG00000261236/ENSG00000142207/ENSG00000138442",7
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","21/454","273/20772",6.90116362368854e-07,0.000287571488199102,0.000269799175772413,"ENSG00000142541/ENSG00000130741/ENSG00000164985/ENSG00000107581/ENSG00000178982/ENSG00000089157/ENSG00000168028/ENSG00000197498/ENSG00000106263/ENSG00000104408/ENSG00000151131/ENSG00000137574/ENSG00000105373/ENSG00000145833/ENSG00000122406/ENSG00000261236/ENSG00000096384/ENSG00000104872/ENSG00000083845/ENSG00000113460/ENSG00000164587",21
