"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","rank"
"GO:0002181","GO:0002181","cytoplasmic translation",0.0409683426443203,"180/20772",2.49140918853428e-18,1.37725099942175e-14,1.22734684235162e-14,"ENSG00000060138/ENSG00000063177/ENSG00000065978/ENSG00000070785/ENSG00000083845/ENSG00000089009/ENSG00000090861/ENSG00000100316/ENSG00000105193/ENSG00000105640/ENSG00000108107/ENSG00000110700/ENSG00000115268/ENSG00000118181/ENSG00000125691/ENSG00000134146/ENSG00000136942/ENSG00000140988/ENSG00000142534/ENSG00000142676/ENSG00000143486/ENSG00000144713/ENSG00000145425/ENSG00000147403/ENSG00000148303/ENSG00000149273/ENSG00000156976/ENSG00000161016/ENSG00000162244/ENSG00000164587/ENSG00000166441/ENSG00000167526/ENSG00000168028/ENSG00000169714/ENSG00000174748/ENSG00000188846/ENSG00000197756/ENSG00000197958/ENSG00000198034/ENSG00000198755/ENSG00000204628/ENSG00000221983/ENSG00000231500/ENSG00000233927",44,8
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling",0.0288640595903166,"168/20772",5.72082732873194e-10,1.58123667366151e-06,1.40913009991924e-06,"ENSG00000075218/ENSG00000089685/ENSG00000101773/ENSG00000105373/ENSG00000110092/ENSG00000111276/ENSG00000112742/ENSG00000113328/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000123374/ENSG00000124762/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000141510/ENSG00000143228/ENSG00000144635/ENSG00000145632/ENSG00000159593/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679/ENSG00000170312/ENSG00000170855/ENSG00000173846/ENSG00000177595/ENSG00000185088",31,82
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.0288640595903166,"181/20772",3.78097521782331e-09,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000007168/ENSG00000013810/ENSG00000087586/ENSG00000088325/ENSG00000089685/ENSG00000101367/ENSG00000105146/ENSG00000112742/ENSG00000115163/ENSG00000117399/ENSG00000117650/ENSG00000119383/ENSG00000119408/ENSG00000121957/ENSG00000131462/ENSG00000132341/ENSG00000134057/ENSG00000134222/ENSG00000134690/ENSG00000143228/ENSG00000145632/ENSG00000146425/ENSG00000153044/ENSG00000161800/ENSG00000164056/ENSG00000164109/ENSG00000166851/ENSG00000175216/ENSG00000182504/ENSG00000186193/ENSG00000204899",31,83
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling",0.0139664804469274,"47/20772",7.22860782878689e-09,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000089685/ENSG00000112742/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000143228/ENSG00000144635/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679",15,519
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling",0.0139664804469274,"47/20772",7.22860782878689e-09,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000089685/ENSG00000112742/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000143228/ENSG00000144635/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679",15,520
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling",0.0139664804469274,"47/20772",7.22860782878689e-09,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000089685/ENSG00000112742/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000143228/ENSG00000144635/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679",15,521
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle",0.037243947858473,"284/20772",8.22450781092134e-09,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000075218/ENSG00000089685/ENSG00000101773/ENSG00000104290/ENSG00000105373/ENSG00000110092/ENSG00000111276/ENSG00000112406/ENSG00000112742/ENSG00000113328/ENSG00000113916/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000123374/ENSG00000124762/ENSG00000126226/ENSG00000133639/ENSG00000134057/ENSG00000134690/ENSG00000141510/ENSG00000143228/ENSG00000144635/ENSG00000145632/ENSG00000154640/ENSG00000159388/ENSG00000159593/ENSG00000161888/ENSG00000164109/ENSG00000166483/ENSG00000166851/ENSG00000167513/ENSG00000169679/ENSG00000170312/ENSG00000170855/ENSG00000173846/ENSG00000177595/ENSG00000180447/ENSG00000185088/ENSG00000185650",40,17
"GO:0031577","GO:0031577","spindle checkpoint signaling",0.0139664804469274,"48/20772",1.00141646814375e-08,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000089685/ENSG00000112742/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000143228/ENSG00000144635/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679",15,522
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation",0.0139664804469274,"49/20772",1.37457615006325e-08,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000089685/ENSG00000112742/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000143228/ENSG00000144635/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679",15,523
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation",0.0139664804469274,"49/20772",1.37457615006325e-08,6.01036337512544e-06,5.35617727846505e-06,"ENSG00000089685/ENSG00000112742/ENSG00000116670/ENSG00000117399/ENSG00000120129/ENSG00000126226/ENSG00000134057/ENSG00000134690/ENSG00000143228/ENSG00000144635/ENSG00000161888/ENSG00000164109/ENSG00000166851/ENSG00000167513/ENSG00000169679",15,524
