"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","EN","is_DE","is_highly_DE","FCsign"
"ENSG00000003400",1.30984053356097,1.78170525673837,0.683767971956942,2.60571616368508,0.00916824016185063,0.0520071133747673,"CASP10","ENSG00000003400",FALSE,FALSE,"pos"
"ENSG00000003402",76.1606322877009,0.0256683884218924,0.11566398010382,0.221922057315098,0.82437455938068,0.918145378590115,"CFLAR","ENSG00000003402",FALSE,FALSE,"pos"
"ENSG00000003436",67.1866601860183,-0.370458963265194,0.0966327370573297,-3.83367970882798,0.000126240496173964,0.00186774130286755,"TFPI","ENSG00000003436",FALSE,FALSE,"neg"
"ENSG00000003509",36.3878440272844,-0.00592226840548816,0.11803043545667,-0.0501757735839436,0.959982317109936,0.982584194689681,"NDUFAF7","ENSG00000003509",FALSE,FALSE,"neg"
"ENSG00000003756",273.31682728872,0.210308350802683,0.0701503274444236,2.99796677313159,0.00271787303318354,0.0207353763574204,"RBM5","ENSG00000003756",FALSE,FALSE,"pos"
"ENSG00000003987",3.32081464732268,-0.122071729845567,0.385483737689305,-0.316671542559224,0.751492844042402,0.875534498602696,"MTMR7","ENSG00000003987",FALSE,FALSE,"neg"
"ENSG00000003989",26.8935885339138,0.0476377560096983,0.172126623994299,0.276759950925873,0.78196443487953,0.894737109427267,"SLC7A2","ENSG00000003989",FALSE,FALSE,"pos"
"ENSG00000004059",124.810588063607,0.216320954340879,0.107882434626882,2.00515454706818,0.0449465275625689,0.160091627628443,"ARF5","ENSG00000004059",FALSE,FALSE,"pos"
"ENSG00000004139",10.529482353696,-0.0791692986809341,0.271255226842449,-0.291862758194582,0.770391558964423,0.887920395369293,"SARM1","ENSG00000004139",FALSE,FALSE,"neg"
"ENSG00000004142",114.385933815097,-0.0446537137295606,0.0892155042007228,-0.500515175356694,0.616712373423478,0.790583599520639,"POLDIP2","ENSG00000004142",FALSE,FALSE,"neg"
"ENSG00000004399",41.0311367128269,-0.177287897826148,0.131187350377354,-1.35141000497524,0.176564130633925,0.387903883658458,"PLXND1","ENSG00000004399",FALSE,FALSE,"neg"
"ENSG00000004455",57.1767094078845,-0.345566117454276,0.117788393085807,-2.93378751845723,0.0033485335631019,0.0241897827429216,"AK2","ENSG00000004455",FALSE,FALSE,"neg"
"ENSG00000004478",65.1559270644054,-0.00493558223008274,0.11745690234086,-0.0420203677410092,0.966482461346484,0.985874939787053,"FKBP4","ENSG00000004478",FALSE,FALSE,"neg"
"ENSG00000004487",415.936456764232,-0.0691934914924768,0.064667953677786,-1.06998115074492,0.284627793221694,0.515978777781029,"KDM1A","ENSG00000004487",FALSE,FALSE,"neg"
"ENSG00000004534",295.43119490011,0.291493237637215,0.0993953918658824,2.93266349842995,0.00336067919941518,0.0242453244276111,"RBM6","ENSG00000004534",FALSE,FALSE,"pos"
"ENSG00000004660",9.9487738815703,0.0662508950802389,0.246049754304164,0.269258123291358,0.78773105525556,0.89821810398843,"CAMKK1","ENSG00000004660",FALSE,FALSE,"pos"
"ENSG00000004700",17.1740272454258,-0.184176695503448,0.152123178012326,-1.21070765093091,0.226007469097367,0.450937264726731,"RECQL","ENSG00000004700",FALSE,FALSE,"neg"
"ENSG00000004766",26.283559132016,-0.0175257761543521,0.155925896051383,-0.112398110885807,0.910507753132116,0.959558538773975,"VPS50","ENSG00000004766",FALSE,FALSE,"neg"
"ENSG00000004777",11.61866711672,-0.500611266848369,0.18828410525454,-2.6588079018757,0.00784176603805524,0.0464331567398488,"ARHGAP33","ENSG00000004777",FALSE,FALSE,"neg"
"ENSG00000004779",322.62757489975,0.179028670190891,0.0600036326380041,2.98363052902069,0.00284850507895462,0.021411678665804,"NDUFAB1","ENSG00000004779",FALSE,FALSE,"pos"
"ENSG00000004799",4.99742291215165,0.251003638133996,0.534195265179715,0.469872450197686,0.638446148335637,0.804727171907721,"PDK4","ENSG00000004799",FALSE,FALSE,"pos"
"ENSG00000004838",3.72346500065408,-0.450728212166834,0.548444093161201,-0.821830734959441,0.411173238676329,0.635195563282482,"ZMYND10","ENSG00000004838",FALSE,FALSE,"neg"
"ENSG00000004848",158.032699517024,-0.0666907761861765,0.527833564118937,-0.126348115617652,0.899456370647515,0.955365042475709,"ARX","ENSG00000004848",FALSE,FALSE,"neg"
"ENSG00000004864",63.8733251674395,-0.152902598515006,0.166681042806023,-0.91733646454893,0.358966355007339,0.589096133081734,"SLC25A13","ENSG00000004864",FALSE,FALSE,"neg"
"ENSG00000004866",13.870408259773,-0.324640292278674,0.201501484136698,-1.61110620931427,0.10715657523221,0.281728395555734,"ST7","ENSG00000004866",FALSE,FALSE,"neg"
