"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030900","GO:0030900","forebrain development","63/753","434/20772",3.28208168081846e-21,1.64760500377086e-17,1.20089641289736e-17,"ENSG00000007372/ENSG00000018625/ENSG00000064309/ENSG00000066468/ENSG00000074047/ENSG00000075213/ENSG00000089116/ENSG00000105810/ENSG00000106571/ENSG00000110436/ENSG00000111262/ENSG00000112333/ENSG00000115507/ENSG00000115738/ENSG00000118257/ENSG00000121966/ENSG00000122585/ENSG00000125084/ENSG00000125845/ENSG00000134245/ENSG00000136535/ENSG00000137267/ENSG00000137285/ENSG00000138685/ENSG00000138772/ENSG00000138795/ENSG00000142700/ENSG00000143869/ENSG00000147862/ENSG00000152192/ENSG00000152977/ENSG00000153234/ENSG00000154342/ENSG00000156925/ENSG00000162552/ENSG00000162761/ENSG00000163132/ENSG00000163508/ENSG00000164853/ENSG00000165588/ENSG00000167601/ENSG00000168389/ENSG00000169136/ENSG00000170370/ENSG00000171450/ENSG00000173376/ENSG00000174469/ENSG00000177551/ENSG00000178568/ENSG00000180176/ENSG00000180914/ENSG00000182968/ENSG00000184144/ENSG00000184254/ENSG00000184486/ENSG00000184845/ENSG00000185008/ENSG00000185551/ENSG00000186051/ENSG00000188064/ENSG00000196092/ENSG00000198914/ENSG00000277586",63
"GO:0072001","GO:0072001","renal system development","52/753","341/20772",1.22297084321483e-18,3.06965681646923e-15,2.23739297421829e-15,"ENSG00000008196/ENSG00000048392/ENSG00000057657/ENSG00000066468/ENSG00000074047/ENSG00000077943/ENSG00000085741/ENSG00000091879/ENSG00000095596/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000107796/ENSG00000113721/ENSG00000115596/ENSG00000116106/ENSG00000120156/ENSG00000120738/ENSG00000124145/ENSG00000125084/ENSG00000125266/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000130707/ENSG00000134245/ENSG00000135333/ENSG00000136160/ENSG00000137203/ENSG00000137573/ENSG00000138207/ENSG00000138685/ENSG00000138759/ENSG00000139292/ENSG00000150347/ENSG00000156466/ENSG00000160712/ENSG00000162552/ENSG00000163909/ENSG00000170370/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000176928/ENSG00000177508/ENSG00000178568/ENSG00000185008/ENSG00000187210/ENSG00000188064/ENSG00000198914/ENSG00000248905",52
"GO:0007389","GO:0007389","pattern specification process","62/753","495/20772",1.26027611612931e-17,1.94786584636556e-14,1.41974872760887e-14,"ENSG00000005102/ENSG00000007372/ENSG00000064218/ENSG00000064309/ENSG00000066468/ENSG00000074047/ENSG00000075290/ENSG00000085741/ENSG00000101871/ENSG00000105996/ENSG00000106003/ENSG00000106571/ENSG00000112175/ENSG00000115507/ENSG00000115596/ENSG00000116729/ENSG00000118257/ENSG00000120149/ENSG00000122877/ENSG00000123095/ENSG00000125084/ENSG00000125845/ENSG00000134107/ENSG00000134245/ENSG00000134817/ENSG00000135547/ENSG00000136099/ENSG00000136535/ENSG00000138685/ENSG00000138795/ENSG00000142700/ENSG00000152977/ENSG00000154342/ENSG00000156925/ENSG00000158055/ENSG00000159167/ENSG00000159263/ENSG00000163064/ENSG00000163132/ENSG00000163508/ENSG00000163909/ENSG00000164651/ENSG00000164853/ENSG00000165588/ENSG00000168646/ENSG00000170370/ENSG00000170549/ENSG00000170561/ENSG00000171243/ENSG00000173253/ENSG00000173917/ENSG00000177508/ENSG00000178568/ENSG00000180875/ENSG00000181965/ENSG00000182968/ENSG00000183145/ENSG00000185008/ENSG00000185551/ENSG00000187553/ENSG00000188064/ENSG00000188290",62
"GO:0045165","GO:0045165","cell fate commitment","49/753","323/20772",1.55208433973352e-17,1.94786584636556e-14,1.41974872760887e-14,"ENSG00000007372/ENSG00000057657/ENSG00000064218/ENSG00000064309/ENSG00000066468/ENSG00000074047/ENSG00000075290/ENSG00000085741/ENSG00000101384/ENSG00000105672/ENSG00000105996/ENSG00000106571/ENSG00000112333/ENSG00000115596/ENSG00000115738/ENSG00000119547/ENSG00000123307/ENSG00000125084/ENSG00000125845/ENSG00000134245/ENSG00000135547/ENSG00000135925/ENSG00000136535/ENSG00000138685/ENSG00000140538/ENSG00000142700/ENSG00000143032/ENSG00000143869/ENSG00000152192/ENSG00000154342/ENSG00000159556/ENSG00000160712/ENSG00000162552/ENSG00000163508/ENSG00000169856/ENSG00000169884/ENSG00000171243/ENSG00000172020/ENSG00000177468/ENSG00000178568/ENSG00000180447/ENSG00000181965/ENSG00000182968/ENSG00000184486/ENSG00000185551/ENSG00000186487/ENSG00000188064/ENSG00000198795/ENSG00000221818",49
"GO:0001822","GO:0001822","kidney development","49/753","331/20772",4.31903880406536e-17,4.33631495928162e-14,3.16062713324867e-14,"ENSG00000008196/ENSG00000048392/ENSG00000057657/ENSG00000066468/ENSG00000074047/ENSG00000077943/ENSG00000085741/ENSG00000091879/ENSG00000095596/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000107796/ENSG00000113721/ENSG00000115596/ENSG00000116106/ENSG00000120156/ENSG00000120738/ENSG00000124145/ENSG00000125084/ENSG00000125266/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000130707/ENSG00000134245/ENSG00000135333/ENSG00000136160/ENSG00000137203/ENSG00000137573/ENSG00000138685/ENSG00000138759/ENSG00000150347/ENSG00000156466/ENSG00000160712/ENSG00000162552/ENSG00000163909/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000176928/ENSG00000177508/ENSG00000178568/ENSG00000185008/ENSG00000187210/ENSG00000188064/ENSG00000198914/ENSG00000248905",49
"GO:0021537","GO:0021537","telencephalon development","43/753","302/20772",1.55134163199865e-14,1.29795583210553e-11,9.46046230320577e-12,"ENSG00000007372/ENSG00000018625/ENSG00000064309/ENSG00000075213/ENSG00000089116/ENSG00000105810/ENSG00000106571/ENSG00000110436/ENSG00000111262/ENSG00000112333/ENSG00000115738/ENSG00000121966/ENSG00000122585/ENSG00000125845/ENSG00000136535/ENSG00000137267/ENSG00000137285/ENSG00000138772/ENSG00000138795/ENSG00000142700/ENSG00000147862/ENSG00000152977/ENSG00000154342/ENSG00000156925/ENSG00000162761/ENSG00000163508/ENSG00000164853/ENSG00000168389/ENSG00000169136/ENSG00000170370/ENSG00000171450/ENSG00000174469/ENSG00000178568/ENSG00000180176/ENSG00000180914/ENSG00000184144/ENSG00000184254/ENSG00000184486/ENSG00000184845/ENSG00000185008/ENSG00000196092/ENSG00000198914/ENSG00000277586",43
"GO:0072006","GO:0072006","nephron development","31/753","161/20772",1.96475342408799e-14,1.40900888413168e-11,1.02698991009472e-11,"ENSG00000008196/ENSG00000085741/ENSG00000091879/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000107796/ENSG00000113721/ENSG00000115596/ENSG00000120156/ENSG00000120738/ENSG00000125084/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000134245/ENSG00000136160/ENSG00000137573/ENSG00000138685/ENSG00000160712/ENSG00000162552/ENSG00000163909/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000177508/ENSG00000178568/ENSG00000188064/ENSG00000198914/ENSG00000248905",31
"GO:0003002","GO:0003002","regionalization","52/753","450/20772",1.53048217118221e-13,9.60377562416835e-11,6.99994214082809e-11,"ENSG00000005102/ENSG00000007372/ENSG00000064218/ENSG00000064309/ENSG00000066468/ENSG00000074047/ENSG00000075290/ENSG00000085741/ENSG00000105996/ENSG00000106003/ENSG00000106571/ENSG00000115507/ENSG00000116729/ENSG00000118257/ENSG00000120149/ENSG00000122877/ENSG00000123095/ENSG00000125084/ENSG00000125845/ENSG00000134107/ENSG00000134245/ENSG00000134817/ENSG00000135547/ENSG00000136099/ENSG00000136535/ENSG00000138685/ENSG00000138795/ENSG00000142700/ENSG00000154342/ENSG00000156925/ENSG00000163064/ENSG00000163132/ENSG00000163508/ENSG00000163909/ENSG00000164651/ENSG00000165588/ENSG00000168646/ENSG00000170370/ENSG00000170549/ENSG00000170561/ENSG00000171243/ENSG00000173253/ENSG00000173917/ENSG00000177508/ENSG00000180875/ENSG00000181965/ENSG00000182968/ENSG00000185008/ENSG00000185551/ENSG00000187553/ENSG00000188064/ENSG00000188290",52
"GO:0072073","GO:0072073","kidney epithelium development","29/753","154/20772",2.49132034113813e-13,1.3896031236126e-10,1.01284555623347e-10,"ENSG00000008196/ENSG00000066468/ENSG00000085741/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000115596/ENSG00000116106/ENSG00000124145/ENSG00000125084/ENSG00000125266/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000134245/ENSG00000135333/ENSG00000136160/ENSG00000138685/ENSG00000162552/ENSG00000163909/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000177508/ENSG00000185008/ENSG00000188064/ENSG00000198914/ENSG00000248905",29
"GO:0060537","GO:0060537","muscle tissue development","50/753","445/20772",1.3251574800173e-12,6.65229054968683e-10,4.84868147425276e-10,"ENSG00000008196/ENSG00000060718/ENSG00000064309/ENSG00000066468/ENSG00000077943/ENSG00000078114/ENSG00000078328/ENSG00000096696/ENSG00000102554/ENSG00000109819/ENSG00000112175/ENSG00000113721/ENSG00000115641/ENSG00000115738/ENSG00000120149/ENSG00000120738/ENSG00000122877/ENSG00000125266/ENSG00000125845/ENSG00000135547/ENSG00000138207/ENSG00000138685/ENSG00000138795/ENSG00000142700/ENSG00000148677/ENSG00000151320/ENSG00000152192/ENSG00000152661/ENSG00000154342/ENSG00000154639/ENSG00000156925/ENSG00000160789/ENSG00000162772/ENSG00000163132/ENSG00000163508/ENSG00000163638/ENSG00000163909/ENSG00000169884/ENSG00000170345/ENSG00000170989/ENSG00000177508/ENSG00000178568/ENSG00000180209/ENSG00000185022/ENSG00000185386/ENSG00000185551/ENSG00000196092/ENSG00000198626/ENSG00000198796/ENSG00000248746",50
"GO:0051384","GO:0051384","response to glucocorticoid","28/753","158/20772",3.04135067741815e-12,1.38796185460355e-09,1.01164927796225e-09,"ENSG00000069535/ENSG00000070961/ENSG00000115457/ENSG00000116285/ENSG00000119138/ENSG00000125740/ENSG00000128016/ENSG00000130707/ENSG00000135046/ENSG00000138061/ENSG00000138772/ENSG00000140538/ENSG00000148926/ENSG00000155846/ENSG00000159167/ENSG00000162551/ENSG00000163347/ENSG00000165474/ENSG00000168615/ENSG00000168646/ENSG00000170345/ENSG00000175592/ENSG00000180176/ENSG00000182752/ENSG00000184347/ENSG00000185650/ENSG00000188064/ENSG00000277586",28
"GO:0061326","GO:0061326","renal tubule development","23/753","108/20772",5.21106245141607e-12,2.17996112550906e-09,1.58891693694055e-09,"ENSG00000008196/ENSG00000085741/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000115596/ENSG00000125084/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000134245/ENSG00000138685/ENSG00000139292/ENSG00000162552/ENSG00000163909/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000177508/ENSG00000188064/ENSG00000198914/ENSG00000248905",23
"GO:0021761","GO:0021761","limbic system development","25/753","130/20772",6.8558606857304e-12,2.64741697248974e-09,1.92963333956266e-09,"ENSG00000018625/ENSG00000066468/ENSG00000089116/ENSG00000105810/ENSG00000106571/ENSG00000111262/ENSG00000112333/ENSG00000118257/ENSG00000136535/ENSG00000138772/ENSG00000138795/ENSG00000152977/ENSG00000154342/ENSG00000156925/ENSG00000162761/ENSG00000168389/ENSG00000170370/ENSG00000171450/ENSG00000173376/ENSG00000174469/ENSG00000177551/ENSG00000184254/ENSG00000184486/ENSG00000184845/ENSG00000277586",25
"GO:0060993","GO:0060993","kidney morphogenesis","22/753","104/20772",1.74119006300995e-11,5.82718274420664e-09,4.24728186598077e-09,"ENSG00000085741/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000113721/ENSG00000115596/ENSG00000125084/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000134245/ENSG00000138685/ENSG00000138759/ENSG00000162552/ENSG00000170549/ENSG00000170561/ENSG00000176928/ENSG00000177508/ENSG00000178568/ENSG00000187210/ENSG00000188064/ENSG00000248905",22
"GO:0072080","GO:0072080","nephron tubule development","22/753","104/20772",1.74119006300995e-11,5.82718274420664e-09,4.24728186598077e-09,"ENSG00000008196/ENSG00000085741/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000115596/ENSG00000125084/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000134245/ENSG00000138685/ENSG00000162552/ENSG00000163909/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000177508/ENSG00000188064/ENSG00000198914/ENSG00000248905",22
"GO:0031960","GO:0031960","response to corticosteroid","29/753","182/20772",1.91509933189348e-11,6.00862415381578e-09,4.37952978793534e-09,"ENSG00000069535/ENSG00000070961/ENSG00000115457/ENSG00000116285/ENSG00000118523/ENSG00000119138/ENSG00000125740/ENSG00000128016/ENSG00000130707/ENSG00000135046/ENSG00000138061/ENSG00000138772/ENSG00000140538/ENSG00000148926/ENSG00000155846/ENSG00000159167/ENSG00000162551/ENSG00000163347/ENSG00000165474/ENSG00000168615/ENSG00000168646/ENSG00000170345/ENSG00000175592/ENSG00000180176/ENSG00000182752/ENSG00000184347/ENSG00000185650/ENSG00000188064/ENSG00000277586",29
"GO:0001503","GO:0001503","ossification","49/753","477/20772",5.71711495531415e-11,1.6882304162163e-08,1.23050721886514e-08,"ENSG00000019549/ENSG00000041982/ENSG00000060718/ENSG00000066468/ENSG00000070961/ENSG00000074047/ENSG00000085741/ENSG00000095739/ENSG00000101384/ENSG00000105810/ENSG00000105996/ENSG00000106571/ENSG00000112175/ENSG00000112773/ENSG00000115641/ENSG00000118523/ENSG00000118785/ENSG00000120149/ENSG00000122877/ENSG00000125845/ENSG00000137203/ENSG00000138685/ENSG00000138795/ENSG00000142627/ENSG00000147655/ENSG00000150630/ENSG00000154342/ENSG00000155846/ENSG00000156427/ENSG00000159167/ENSG00000160712/ENSG00000162551/ENSG00000162552/ENSG00000163273/ENSG00000164023/ENSG00000164692/ENSG00000164932/ENSG00000168646/ENSG00000169884/ENSG00000170989/ENSG00000171223/ENSG00000185386/ENSG00000185885/ENSG00000186188/ENSG00000187608/ENSG00000188064/ENSG00000221869/ENSG00000248746/ENSG00000266524",49
"GO:0072009","GO:0072009","nephron epithelium development","23/753","124/20772",1.02415100981831e-10,2.85624337182661e-08,2.08184146791136e-08,"ENSG00000008196/ENSG00000085741/ENSG00000101384/ENSG00000104327/ENSG00000105696/ENSG00000106571/ENSG00000115596/ENSG00000125084/ENSG00000125430/ENSG00000125845/ENSG00000128342/ENSG00000134245/ENSG00000136160/ENSG00000138685/ENSG00000162552/ENSG00000163909/ENSG00000170549/ENSG00000170561/ENSG00000170873/ENSG00000177508/ENSG00000188064/ENSG00000198914/ENSG00000248905",23
"GO:0007409","GO:0007409","axonogenesis","47/753","456/20772",1.27157203158259e-10,3.35962715712873e-08,2.44874480985101e-08,"ENSG00000007372/ENSG00000011201/ENSG00000035403/ENSG00000066032/ENSG00000066468/ENSG00000074047/ENSG00000075213/ENSG00000078018/ENSG00000105996/ENSG00000106571/ENSG00000107731/ENSG00000108231/ENSG00000112333/ENSG00000116106/ENSG00000118257/ENSG00000118785/ENSG00000122877/ENSG00000125266/ENSG00000125848/ENSG00000129116/ENSG00000134259/ENSG00000135333/ENSG00000136535/ENSG00000137285/ENSG00000143032/ENSG00000143355/ENSG00000143869/ENSG00000144857/ENSG00000147862/ENSG00000148948/ENSG00000152192/ENSG00000153234/ENSG00000154134/ENSG00000154342/ENSG00000156299/ENSG00000159556/ENSG00000162761/ENSG00000165588/ENSG00000172020/ENSG00000175866/ENSG00000182168/ENSG00000184144/ENSG00000184347/ENSG00000184486/ENSG00000185008/ENSG00000187094/ENSG00000277586",47
"GO:0009952","GO:0009952","anterior/posterior pattern specification","31/753","224/20772",1.57208711876502e-10,3.9459386681002e-08,2.87609201306696e-08,"ENSG00000005102/ENSG00000007372/ENSG00000064309/ENSG00000105996/ENSG00000106003/ENSG00000106571/ENSG00000115507/ENSG00000116729/ENSG00000120149/ENSG00000123095/ENSG00000125084/ENSG00000125845/ENSG00000134107/ENSG00000134245/ENSG00000135547/ENSG00000136099/ENSG00000138795/ENSG00000154342/ENSG00000156925/ENSG00000163064/ENSG00000163132/ENSG00000163909/ENSG00000165588/ENSG00000168646/ENSG00000170370/ENSG00000173253/ENSG00000173917/ENSG00000181965/ENSG00000185551/ENSG00000187553/ENSG00000188290",31
"GO:0021953","GO:0021953","central nervous system neuron differentiation","28/753","186/20772",1.68007334940256e-10,4.01617534000041e-08,2.9272856955004e-08,"ENSG00000007372/ENSG00000064218/ENSG00000066468/ENSG00000074047/ENSG00000078018/ENSG00000089116/ENSG00000106571/ENSG00000112333/ENSG00000116106/ENSG00000118257/ENSG00000122585/ENSG00000125084/ENSG00000136535/ENSG00000143869/ENSG00000147862/ENSG00000152192/ENSG00000152208/ENSG00000153234/ENSG00000154342/ENSG00000159556/ENSG00000162761/ENSG00000163508/ENSG00000173376/ENSG00000177468/ENSG00000177551/ENSG00000182968/ENSG00000184144/ENSG00000184845",28
"GO:0042476","GO:0042476","odontogenesis","24/753","139/20772",1.90778120797428e-10,4.35320984728676e-08,3.17294137747301e-08,"ENSG00000064218/ENSG00000066468/ENSG00000074047/ENSG00000106366/ENSG00000106571/ENSG00000115596/ENSG00000116729/ENSG00000120149/ENSG00000125046/ENSG00000125845/ENSG00000135925/ENSG00000137203/ENSG00000138795/ENSG00000147655/ENSG00000148926/ENSG00000154736/ENSG00000154856/ENSG00000162551/ENSG00000163132/ENSG00000164692/ENSG00000164761/ENSG00000168646/ENSG00000171243/ENSG00000189120",24
"GO:0043583","GO:0043583","ear development","32/753","240/20772",2.11176346505408e-10,4.6091533019876e-08,3.3594919013858e-08,"ENSG00000060718/ENSG00000066468/ENSG00000077943/ENSG00000101384/ENSG00000104327/ENSG00000105996/ENSG00000106571/ENSG00000112175/ENSG00000113721/ENSG00000115507/ENSG00000116106/ENSG00000120756/ENSG00000124145/ENSG00000125084/ENSG00000125845/ENSG00000135547/ENSG00000137203/ENSG00000138685/ENSG00000139292/ENSG00000140538/ENSG00000145864/ENSG00000152977/ENSG00000154342/ENSG00000156925/ENSG00000158055/ENSG00000163132/ENSG00000164932/ENSG00000165474/ENSG00000181965/ENSG00000184254/ENSG00000185483/ENSG00000221869",32
"GO:0034329","GO:0034329","cell junction assembly","48/753","483/20772",2.80686328201501e-10,5.8710223648814e-08,4.27923542468604e-08,"ENSG00000010278/ENSG00000019549/ENSG00000035403/ENSG00000072110/ENSG00000079112/ENSG00000085741/ENSG00000095637/ENSG00000101542/ENSG00000108798/ENSG00000118946/ENSG00000120156/ENSG00000124145/ENSG00000125266/ENSG00000125848/ENSG00000134817/ENSG00000135333/ENSG00000140538/ENSG00000140945/ENSG00000142627/ENSG00000145335/ENSG00000145526/ENSG00000145864/ENSG00000146242/ENSG00000149564/ENSG00000150394/ENSG00000152192/ENSG00000152208/ENSG00000152661/ENSG00000153012/ENSG00000154342/ENSG00000162552/ENSG00000163347/ENSG00000165215/ENSG00000165474/ENSG00000169306/ENSG00000172020/ENSG00000174469/ENSG00000177508/ENSG00000178568/ENSG00000180914/ENSG00000183779/ENSG00000184697/ENSG00000184845/ENSG00000185008/ENSG00000189143/ENSG00000197747/ENSG00000248746/ENSG00000248905",48
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","24/753","142/20772",3.01325952431515e-10,6.05062512482483e-08,4.41014320274504e-08,"ENSG00000019549/ENSG00000064218/ENSG00000085741/ENSG00000105559/ENSG00000125845/ENSG00000134245/ENSG00000135925/ENSG00000137573/ENSG00000138685/ENSG00000146374/ENSG00000147655/ENSG00000154342/ENSG00000154856/ENSG00000156299/ENSG00000158055/ENSG00000162552/ENSG00000163132/ENSG00000164761/ENSG00000164932/ENSG00000165617/ENSG00000185008/ENSG00000185483/ENSG00000189120/ENSG00000196581",24
