"","Dim.1","Dim.2","Dim.3",""
"ENSG00000204525","0.644609305267806","0.999157498142678","0.119648312893126","HLA-C"
"ENSG00000170893","-0.951824572630438","0.646356348731711","0.192095626248265","TRH"
"ENSG00000139800","-1.12311362851438","0.286020991329323","0.325587949768037","ZIC5"
"ENSG00000134531","-1.1272143820029","-0.397716798170779","-0.136684095756314","EMP1"
"ENSG00000189229","0.586995519498198","1.03622373160919","-0.0803681743149047",NA
"ENSG00000225156","1.08435964733168","-0.418662520347515","-0.253657488180694",NA
"ENSG00000125084","-1.1810658437608","0.211609032030658","-0.00440387247345767","WNT1"
"ENSG00000175745","-0.971451145754666","-0.206531203973851","0.640129745528957","NR2F1"
"ENSG00000138061","-1.03288139421309","0.538869238836797","0.22329605007837","CYP1B1"
"ENSG00000180447","-0.973796989161079","0.535887944485229","0.447943827385512","GAS1"
"ENSG00000135549","0.975567312385693","0.49896084003629","0.417008194550845","PKIB"
"ENSG00000183145","-0.86588564930476","0.748469391486681","0.253954980910695","RIPPLY3"
"ENSG00000134326","0.474953056089569","1.05759204867124","0.215054757264633","CMPK2"
"ENSG00000198692","-0.654689081082156","-0.985458591741074","0.0339100551573354","EIF1AY"
"ENSG00000111432","-0.729855765336379","0.831195412705939","0.359494851966755","FZD10"
"ENSG00000150551","-0.946986105903052","0.648360498189316","0.262066925441166","LYPD1"
"ENSG00000135842","0.667327664154419","-0.906042580431542","0.256218970072461","NIBAN1"
"ENSG00000155511","-1.14840403921805","0.139258898416916","0.208176198866313","GRIA1"
"ENSG00000152402","0.142979905739842","-1.01773848713679","0.567414036612991","GUCY1A2"
"ENSG00000091656","-1.11863599253936","0.206267699858466","0.310599855244203","ZFHX4"
"ENSG00000164692","-1.11830791360114","-0.139370146091935","-0.326893888683381","COL1A2"
"ENSG00000137267","-1.1368248713281","-0.132190059623185","0.265663766817357","TUBB2A"
"ENSG00000241743","-1.0402629965859","-0.400664227567569","-0.222180814901121",NA
"ENSG00000120675","-0.711120013779109","-0.657970549908598","0.629949457042335","DNAJC15"
"ENSG00000182968","-0.959286982790446","0.232334549252217","0.581944108973286","SOX1"
"ENSG00000159263","-1.12672424526213","0.237342828662997","-0.123195780814906","SIM2"
"ENSG00000116717","-1.05506539426905","0.319098426904408","-0.367630577602298","GADD45A"
"ENSG00000067066","0.260383423562017","0.992213150759567","0.511732444071232","SP100"
"ENSG00000278318","0.548264797252965","1.02283498884312","-0.0102187475597313","ZNF229"
"ENSG00000091986","-1.11897490273687","-0.177428424175943","0.23348341166628","CCDC80"
"ENSG00000178568","-0.915289579079958","0.149664725639196","0.672915355012709","ERBB4"
"ENSG00000100505","0.455671595206985","-1.04844136669942","-0.0159682900562035","TRIM9"
"ENSG00000152785","0.921807727091204","-0.667205176939915","-0.0755259219823653","BMP3"
"ENSG00000215146","0.529072982273745","1.02391583425115","0.0263579400691865",NA
"ENSG00000066382","1.04914065343763","-0.461212346599936","0.0255447366713333","MPPED2"
"ENSG00000167785","0.56479835974948","0.998093936914208","-0.0529939495911545","ZNF558"
"ENSG00000078328","-0.0871069750935686","0.927224145334676","0.615776629454978","RBFOX1"
"ENSG00000163694","-1.08256679156873","0.331166383377495","-0.0537040832390245","RBM47"
"ENSG00000164093","0.582759367591926","-0.898136959591785","0.312603207799251","PITX2"
"ENSG00000136099","-0.875601197007166","0.61884712803917","0.270238661636651","PCDH8"
"ENSG00000064218","-0.72656081539119","0.718838398336186","0.463074254310278","DMRT3"
"ENSG00000174963","-0.715976434141185","0.775816964369285","0.394009440351029","ZIC4"
"ENSG00000115415","0.491071686392443","1.00567419743139","-0.0398235295863","STAT1"
"ENSG00000088970","0.970160311215302","0.121427055153655","-0.559087077870453","KIZ"
"ENSG00000124785","-1.04279122373341","0.382339866946358","0.152105660307301","NRN1"
"ENSG00000127920","-1.11409163895717","0.0637311402310886","-0.0820349746927623","GNG11"
"ENSG00000255794","-0.988169408087811","0.121185033245415","0.511234832378016","RMST"
"ENSG00000164951","-1.02828917250486","0.430584334418169","0.0545155145865732","PDP1"
"ENSG00000070193","0.814663185486436","-0.734898713225193","-0.20523697664164","FGF10"
"ENSG00000148737","0.983934389682989","-0.280136115881732","-0.458861698426076","TCF7L2"
"ENSG00000176165","0.769544074056022","-0.641302283684063","0.250497783686287","FOXG1"
"ENSG00000089116","-0.434277903409183","0.911045627923801","0.413729247350194","LHX5"
"ENSG00000180730","0.922460882603624","-0.547872405586617","-0.25656765473997","SHISA2"
"ENSG00000120875","-1.05223299434163","0.026482345366438","-0.357047678622964","DUSP4"
"ENSG00000185070","0.315390411095935","-0.871430970778277","0.598132177917222","FLRT2"
"ENSG00000128016","-1.04437279425733","-0.298227460301855","-0.168422495012346","ZFP36"
"ENSG00000140873","-0.891612956914805","0.592131645228829","0.252554694148068","ADAMTS18"
"ENSG00000145147","0.741440660619787","-0.794636974494037","0.180745819786167","SLIT2"
"ENSG00000143032","-0.65356408212294","0.706608735343796","0.524485247202682","BARHL2"
"ENSG00000078114","-1.04316919028828","0.185997543290005","0.292008962815976","NEBL"
"ENSG00000138772","-0.806737177116616","0.618966975812889","0.399554637101109","ANXA3"
"ENSG00000146374","-0.804862829395543","0.567798294239392","0.449007885735147","RSPO3"
"ENSG00000147655","-1.03928537322587","0.244153620143393","0.16133508886848","RSPO2"
"ENSG00000205413","0.0775763499450765","0.650885902109466","0.846058213906597","SAMD9"
"ENSG00000171223","-0.917905403550828","-0.565288073570669","0.0198463437716101","JUNB"
"ENSG00000198336","0.681372170269776","-0.73459285976132","0.315178535629695","MYL4"
"ENSG00000059804","-0.984172899554732","0.388712671616936","-0.0760651572255607","SLC2A3"
"ENSG00000112246","0.487411058060863","-0.839183380983328","0.435937612496748","SIM1"
"ENSG00000121691","0.531171820912941","0.933362088990567","-0.0489028330402977","CAT"
"ENSG00000197705","-0.566669050258478","0.695119238486865","0.57052386780082","KLHL14"
"ENSG00000260125","-0.662626729586928","0.666166202162879","0.472452588485086","AGBL1-AS1"
"ENSG00000128655","0.791259421479221","-0.653875651462017","0.238651440969455","PDE11A"
"ENSG00000138166","-1.02493085058622","-0.082622945892448","-0.238120801328341","DUSP5"
"ENSG00000280485","-1.03015811920757","-0.0575291949593208","-0.0672326261605205",NA
"ENSG00000185885","-0.0276045481143004","0.945959865309258","-0.375355961739099","IFITM1"
"ENSG00000163873","0.936546306946525","-0.395487498694095","-0.262335530608489","GRIK3"
"ENSG00000280000","-0.0519873653869759","0.803245462063586","0.622625838617493",NA
"ENSG00000124813","0.811973435816729","-0.595748692686148","-0.286376308326471","RUNX2"
"ENSG00000133106","0.652469596144582","0.706141685716248","0.405457535494893","EPSTI1"
"ENSG00000111913","-0.802159711567172","0.633299645898611","-0.00205662368536152","RIPOR2"
"ENSG00000170345","-0.837970171891525","-0.623998894696605","0.0372172094439989","FOS"
"ENSG00000116729","-0.878847391378453","-0.188473177291423","0.530612721046005","WLS"
"ENSG00000118733","-0.589594435587082","0.605136908536462","0.603873257272952","OLFM3"
"ENSG00000148948","-0.869211987697826","-0.355062935674023","-0.463697952592837","LRRC4C"
"ENSG00000175352","-0.718827913952281","0.634541967675666","0.391231162654679","NRIP3"
"ENSG00000172020","-0.991883004086772","0.0463714724241035","0.30505128573745","GAP43"
"ENSG00000145808","-1.01680710559533","0.191922671353486","0.057177821550077","ADAMTS19"
"ENSG00000174080","0.565599111375598","0.86054559389713","-0.152189324830575","CTSF"
"ENSG00000150893","0.69794241960576","-0.728861900633229","0.15525120677043","FREM2"
"ENSG00000005102","-0.00846309708572021","0.875396699045084","0.505446666338273","MEOX1"
"ENSG00000253563","0.90859210233588","-0.433888947067772","-0.218066271688619","NKX2-1-AS1"
"ENSG00000074047","-0.678964701709042","0.770139798023445","-0.0521905221574027","GLI2"
"ENSG00000160180","0.805696290778214","-0.621020392534109","0.120915128197908","TFF3"
"ENSG00000142627","-0.900563891972801","-0.235825337619112","-0.447560357509767","EPHA2"
"ENSG00000095739","-0.963101918895738","0.246838496539104","0.260648688517921","BAMBI"
"ENSG00000140450","0.879958402224229","0.206157066234206","-0.462446967274602","ARRDC4"
"ENSG00000175356","-0.760244974929586","0.473088163780277","0.497730305511894","SCUBE2"
"ENSG00000188313","0.548680580692405","0.839368467765533","0.134335291733048","PLSCR1"
"ENSG00000115896","0.75191369656029","-0.680521180990142","0.00665844040076395","PLCL1"
"ENSG00000212719","-0.560013138376663","-0.850658014741288","-0.0561073757729186","LINC02693"
"ENSG00000120738","-0.937581790184975","-0.292302394678952","0.272037117521341","EGR1"
"ENSG00000170293","0.77387485744269","-0.636813127760726","0.0288514052551126","CMTM8"
"ENSG00000125430","-1.01602497912353","0.00349361513759763","0.0525706842212827","HS3ST3B1"
"ENSG00000164251","-0.913909975677081","0.0953591374738903","-0.434996909545656","F2RL1"
"ENSG00000240563","0.699336901809943","0.710588850690147","-0.149616209120993","L1TD1"
"ENSG00000144644","0.429149046282273","-0.710575289296966","0.534005595747972","GADL1"
"ENSG00000168672","-0.965800996191865","-0.269918175641274","0.0860001878715087","LRATD2"
"ENSG00000183779","-0.934115643793237","-0.323500513409644","-0.13726935075024","ZNF703"
"ENSG00000008196","-0.917041543876401","0.363924197255149","0.034038648884577","TFAP2B"
"ENSG00000286619","0.468172889903226","0.874826870346472","0.07820945567748",NA
"ENSG00000206052","-0.921423203721644","0.317335695835618","0.164225602167437","DOK6"
"ENSG00000104953","0.886764032741717","-0.391297084679428","-0.188632168100355","TLE6"
"ENSG00000174721","-0.505379566942431","-0.651552504028552","-0.559723569718891","FGFBP3"
"ENSG00000162631","0.376817166120189","-0.895781115531323","0.136387800066877","NTNG1"
"ENSG00000152661","-0.956590834084925","-0.00060569454014977","0.294351249029402","GJA1"
"ENSG00000112175","-0.851214178413101","0.463992247036491","0.151157257456521","BMP5"
"ENSG00000066468","-0.983796148799473","0.111039243960479","0.0580523965277593","FGFR2"
"ENSG00000163565","0.381338163500871","0.907768757586058","-0.0160713801369722","IFI16"
"ENSG00000164125","0.243912599013576","-0.856829096410667","0.390542535182843","GASK1B"
"ENSG00000125968","-0.899569631078618","0.360344744557887","0.0398747582905824","ID1"
"ENSG00000137573","-0.724486504065545","-0.339727748920272","0.573644025397588","SULF1"
"ENSG00000277586","-0.902932427539623","0.19256077429729","0.322773937601473","NEFL"
"ENSG00000265972","0.5311264194492","0.126164727554396","-0.819111301685863","TXNIP"
"ENSG00000064655","0.81017549326982","-0.438938710459577","0.164204915869929","EYA2"
"ENSG00000210082","-0.623914564630013","-0.713751607130559","-0.0920257252374036",NA
"ENSG00000065717","0.82183378276261","-0.521284536889319","-0.0496056383727226","TLE2"
"ENSG00000048540","0.538943394424552","-0.724205551412426","0.384079917154357","LMO3"
"ENSG00000124205","0.655105714503127","-0.629560149435419","0.338484858656559","EDN3"
"ENSG00000218739","0.391571720920317","0.871371738135429","-0.151346460169579","CEBPZOS"
"ENSG00000173157","-0.903035823591396","0.0680932903383288","-0.350161665191286","ADAMTS20"
"ENSG00000196263","0.473737184383632","0.83959778393161","-0.0770789928957206","ZNF471"
"ENSG00000180914","-0.902116425066751","-0.0566519674117705","-0.329811986409468","OXTR"
"ENSG00000145244","0.120650995367602","-0.681811282583189","0.654345229745758","CORIN"
"ENSG00000018625","-0.728857125807712","0.624193037311644","-0.0766607999902301","ATP1A2"
"ENSG00000139209","0.7024544689854","-0.652609920288974","0.0878400359768085","SLC38A4"
"ENSG00000135048","-0.783782505470063","0.318139442085543","0.476326957026746","CEMIP2"
"ENSG00000198825","0.445362638310987","0.858155551325739","-0.0647123032709988","INPP5F"
"ENSG00000267575","-0.526164633381045","-0.794494786480667","0.057203845488693","LINC02987"
"ENSG00000041982","-0.767929446266806","0.131691389200257","-0.563149426890076","TNC"
"ENSG00000223561","0.830596624778575","-0.481821956903502","-0.0882193218522046","LINC03007"
"ENSG00000159307","0.637850781115464","-0.674454183916655","0.215719604828818","SCUBE1"
"ENSG00000196562","0.382515934457485","-0.774973380054343","0.412961203545431","SULF2"
"ENSG00000145358","-0.865022943827819","0.0271661739176993","0.384019164596509","DDIT4L"
"ENSG00000172965","-0.90672998067056","0.286813509170535","-0.00881384241191496","MIR4435-2HG"
"ENSG00000198840","-0.602150694870046","-0.732784752285215","0.0139856338103719","ND3"
"ENSG00000164434","0.731403797682494","-0.538877445310321","-0.0132078983387028","FABP7"
"ENSG00000184319","-0.778481006300436","-0.461064054620191","-0.287586481437362",NA
"ENSG00000177426","-0.947331454911476","0.129811778596144","-0.0638013836255598","TGIF1"
"ENSG00000124920","0.828128304721476","-0.446561228861747","0.118663697393176","MYRF"
"ENSG00000006327","-0.931019205190154","-0.119226561176362","-0.0996348229613836","TNFRSF12A"
"ENSG00000135899","0.69446329658989","0.601184782112281","0.198975327040311","SP110"
"ENSG00000138798","-0.699750406138693","0.628253172670023","-0.080692804436676","EGF"
"ENSG00000168952","-0.85226097825865","0.407910724424588","-5.52988458885117e-05","STXBP6"
"ENSG00000145721","-0.617697539956116","0.65706025083413","0.28154103902168","LIX1"
"ENSG00000279289","-0.944613090278903","0.0221673706294443","0.0217894558049332",NA
"ENSG00000116741","0.558789410047572","-0.765052971177618","-0.0256738187858532","RGS2"
"ENSG00000075426","-0.919629947966178","0.147146395464189","0.00604759846199427","FOSL2"
"ENSG00000154640","-0.92664068202513","0.00882735790529714","-0.196590999986172","BTG3"
"ENSG00000122779","-0.740535338156467","0.49065439438811","0.325525051231418","TRIM24"
"ENSG00000150394","-0.881426749895553","0.160833641190011","-0.0923976052414629","CDH8"
"ENSG00000132718","-0.715835383514102","-0.601785626209956","-0.0177066727813271","SYT11"
"ENSG00000231609","-0.582188093493554","0.584391012618574","0.42695670858533","EHBP1-AS1"
"ENSG00000124145","-0.863300744404123","-0.345475689689703","0.120756745730214","SDC4"
"ENSG00000165105","0.63019673176551","-0.614093472460705","0.202113032584086","RASEF"
"ENSG00000096696","-0.645747374662548","0.659104724477146","0.0935593253738704","DSP"
"ENSG00000075213","-0.875373818486356","0.132711134259776","0.277090292732383","SEMA3A"
"ENSG00000075407","0.389893077102993","0.826446554740423","0.0386532194045427","ZNF37A"
"ENSG00000107249","-0.915281552985812","0.116503407581008","0.130953049212202","GLIS3"
"ENSG00000163545","-0.92101219814135","0.109913220113509","0.0486757485160482","NUAK2"
"ENSG00000085117","-0.724356123650237","0.549541898919923","0.128944084756812","CD82"
"ENSG00000181019","-0.902467843507208","-0.201988672348541","-0.0248154934679097","NQO1"
"ENSG00000274602","0.526069343359085","0.741986958754965","0.0336604006150119",NA
"ENSG00000036672","0.650813042393047","-0.633351654942127","0.122147824107182","USP2"
"ENSG00000138795","-0.818031622904756","0.138535640419191","0.372984787147625","LEF1"
"ENSG00000113070","-0.846162179427316","0.284448768853941","-0.195357712111499","HBEGF"
"ENSG00000145934","-0.875799556604656","0.194912912838367","0.177419850626792","TENM2"
"ENSG00000166352","0.399083061026745","0.825642876877798","0.0653784501133042","IFTAP"
"ENSG00000261824","-0.51059255223724","-0.747456174621685","0.0485178110139443","LINC00662"
"ENSG00000197747","-0.882075766126051","-0.263969232494811","0.0451900896646599","S100A10"
"ENSG00000144331","-0.653099666074729","0.59508393194403","0.162341672636511","ZNF385B"
"ENSG00000182580","0.730094231268981","-0.494962485884287","-0.239969054291062","EPHB3"
"ENSG00000165655","-0.833983719814162","-0.022170272171775","0.381569961091508","ZNF503"
"ENSG00000273906","0.421074083808584","0.799727240525777","0.0429144815898281",NA
"ENSG00000119547","-0.860885872017515","0.0499561834626045","0.2760658301019","ONECUT2"
"ENSG00000183023","0.663956822856706","-0.55898834256788","0.249258632249093","SLC8A1"
"ENSG00000092068","-0.792532966525132","0.443754807717889","-0.0446712648367317","SLC7A8"
"ENSG00000221955","0.472217119833629","-0.719256726769107","0.268027038096672","SLC12A8"
"ENSG00000172572","-0.789074635141764","-0.387935326876033","0.209933702965097","PDE3A"
"ENSG00000158246","-0.885915226483861","0.071491983913459","0.169505091808628","TENT5B"
"ENSG00000135697","-0.415113415046111","0.649866216462801","0.431948215156524","BCO1"
"ENSG00000200385","0.691501944702316","-0.563914518239577","0.113489823437195",NA
"ENSG00000061918","-0.7941486735976","0.436753823098902","0.0420689289161674","GUCY1B1"
"ENSG00000133687","-0.892129454803183","-0.00140548567716653","-0.154390870727793","TMTC1"
"ENSG00000176641","-0.864094464739472","0.0123973806911768","-0.242597848503181","RNF152"
"ENSG00000117318","0.481811123277148","-0.384459847774683","-0.657474778065348","ID3"
"ENSG00000130707","-0.855892024880887","0.150188684273748","-0.191457743835765","ASS1"
"ENSG00000249859","-0.79533509280021","0.348305569594333","-0.187626314470097","PVT1"
"ENSG00000183036","-0.732631241475488","0.483679494655554","-0.0293221628737705","PCP4"
"ENSG00000089127","0.230974350739362","0.800022675130633","0.180364369115288","OAS1"
"ENSG00000138722","-0.3221542262122","-0.537817615117929","0.616310346466689","MMRN1"
"ENSG00000172667","-0.791560192856084","0.0245659861991478","-0.425441772465865","ZMAT3"
"ENSG00000143248","-0.648359837691651","-0.0711835030237278","0.597614621927351","RGS5"
"ENSG00000162878","0.629183738016581","-0.591843059921448","-0.15337183263057","PKDCC"
"ENSG00000080573","-0.670839511616576","0.468439958758141","0.297985658610212","COL5A3"
"ENSG00000269397","0.399974186236556","0.785003632542562","-0.0435430637393138",NA
"ENSG00000154553","-0.868587983002644","-0.0350433735747206","-0.190432859531661","PDLIM3"
"ENSG00000077327","0.350013564869048","-0.75444027892869","0.291203872230241","SPAG6"
"ENSG00000122012","-0.765077196724939","0.367351421576395","0.180890214398451","SV2C"
"ENSG00000186047","0.758239213304292","-0.438202037774449","0.0122511746314438","DLEU7"
"ENSG00000162692","-0.683350988567205","-0.457438618097418","0.333549979133565","VCAM1"
"ENSG00000162551","-0.622509509539159","0.621661254971728","0.00207688423765346","ALPL"
"ENSG00000286214","0.619839253160663","0.0565310066586177","-0.629164517553108",NA
"ENSG00000162761","-0.611620676659767","-0.438015353684021","0.462873555944365","LMX1A"
"ENSG00000186481","0.468498580673552","0.742261829470932","-0.0854381783173393",NA
"ENSG00000214870","0.29598643657685","0.788155432637655","0.250042205009383","LINC02981"
"ENSG00000206538","-0.808823036639235","0.163155086208408","-0.265418649888876","VGLL3"
