"","fe_info.coord...3.","gene_converter.names.fe_info.coord...3.....ENSEMBL....SYMBOL.."
"ENSG00000125798",-0.63993156296782,"FOXA2"
"ENSG00000136352",-0.513080625833143,"NKX2-1"
"ENSG00000214548",-0.406000386935786,"MEG3"
"ENSG00000163251",-0.755797690401517,"FZD5"
"ENSG00000007171",0.519191954287806,"NOS2"
"ENSG00000164690",-0.446781406205024,"SHH"
"ENSG00000138083",-0.951166811812008,"SIX3"
"ENSG00000259439",-0.62127530179281,"LINC01833"
"ENSG00000129514",0.065959966833136,"FOXA1"
"ENSG00000170370",0.784506383224643,"EMX2"
"ENSG00000135903",0.433444987403768,"PAX3"
"ENSG00000152977",0.583071087441624,"ZIC1"
"ENSG00000259974",-0.436357373351145,"LINC00261"
"ENSG00000134245",0.285609584532333,"WNT2B"
"ENSG00000106153",0.0938908168643993,"CHCHD2"
"ENSG00000163132",0.273222299667649,"MSX1"
"ENSG00000225746",-0.342761190824744,NA
"ENSG00000262655",-0.131684082152392,"SPON1"
"ENSG00000187210",0.262294943277467,"GCNT1"
"ENSG00000132437",0.0386609564089822,"DDC"
"ENSG00000143869",0.535023858389582,"GDF7"
"ENSG00000077274",-0.591991744614572,"CAPN6"
"ENSG00000077942",-0.506194610476282,"FBLN1"
"ENSG00000269993",-1.13624286620981,NA
"ENSG00000065320",0.0689681883080367,"NTN1"
"ENSG00000134115",-0.504644890937988,"CNTN6"
"ENSG00000108231",0.122702210752466,"LGI1"
"ENSG00000184302",-0.785567934462506,"SIX6"
"ENSG00000179542",-0.147300461012037,"SLITRK4"
"ENSG00000278041",-0.899563517741485,NA
"ENSG00000007372",0.422494725395194,"PAX6"
"ENSG00000118271",0.409523622441039,"TTR"
"ENSG00000134438",-0.819864951307858,"RAX"
"ENSG00000053438",-0.0638653863492503,"NNAT"
"ENSG00000185559",-1.42669981847351,"DLK1"
"ENSG00000184486",0.317076746531435,"POU3F2"
"ENSG00000128564",-0.490550904789879,"VGF"
"ENSG00000186732",-0.228341305156338,"MPPED1"
"ENSG00000043355",0.27778222332465,"ZIC2"
"ENSG00000125820",-0.781012826936498,"NKX2-2"
"ENSG00000124762",-0.553485977275093,"CDKN1A"
"ENSG00000135046",0.235969782984902,"ANXA1"
"ENSG00000189127",0.685865620152989,"ANKRD34B"
"ENSG00000151789",0.400342457738246,"ZNF385D"
"ENSG00000132386",0.0222524150762033,"SERPINF1"
"ENSG00000168542",0.0136434263294421,"COL3A1"
"ENSG00000213931",-0.436567032791847,"HBE1"
"ENSG00000128422",0.470435068183214,"KRT17"
"ENSG00000115507",0.917446768235803,"OTX1"
"ENSG00000118257",0.290845242152089,"NRP2"
"ENSG00000280660",-0.093729080604932,NA
"ENSG00000188064",0.486382789681786,"WNT7B"
"ENSG00000146674",-0.863245017793299,"IGFBP3"
"ENSG00000219438",-0.0393464173434163,"TAFA5"
"ENSG00000130513",-0.599283069567661,"GDF15"
